dia_ciclo,SW_obs,I_obs,ETc_obs
1,120.0,0.0,1.596
2,120.0,0.0,1.124
3,120.0,0.0,1.3920000000000001
4,119.02,0.0,1.476
5,117.48,0.0,1.9640000000000002
6,115.96,0.0,1.6800000000000002
7,113.96399999999998,0.0,2.108
8,112.40799999999999,0.0,1.556
9,113.044,0.0,0.82
10,120.0,0.0,1.516
11,118.324,0.0,1.74
12,116.892,0.0,1.4320000000000002
13,118.604,0.0,1.576
14,119.804,0.0,1.1039999999999999
15,120.0,0.0,1.1880000000000002
16,120.0,0.0,1.476
17,120.0,0.0,1.56
18,120.0,0.0,2.365
19,120.0,0.0,2.178
20,120.0,0.0,2.0604999999999998
21,120.0,0.0,2.219
22,120.0,0.0,2.0324999999999998
23,120.0,0.0,2.864
24,120.0,0.0,2.8305
25,120.0,0.0,2.4839999999999995
26,120.0,0.0,2.9164999999999996
27,120.0,0.0,4.56
28,114.9495,0.0,5.050499999999999
29,110.4505,0.0,4.4990000000000006
30,105.034,0.0,5.416499999999999
31,101.40550000000002,0.0,4.7725
32,97.41400000000002,0.0,6.1754999999999995
33,91.41100000000002,0.0,6.002999999999999
34,86.70750000000001,0.0,4.703499999999999
35,105.17950000000002,0.0,4.4159999999999995
36,102.54100000000001,0.0,2.7024999999999997
37,117.94850000000001,0.0,3.9444999999999997
38,113.424,0.0,4.5885
39,109.54500000000002,0.0,5.359
40,104.54250000000002,0.0,5.0024999999999995
41,98.42450000000002,0.0,6.117999999999999
42,93.83600000000003,0.0,4.5885
43,88.06300000000003,0.0,5.772999999999999
44,82.94550000000004,0.0,5.1175
45,78.98900000000005,0.0,4.7725
46,81.88000000000005,0.0,5.772999999999999
47,75.63550000000005,0.0,6.2444999999999995
48,70.02750000000006,0.0,5.704
49,66.17400000000006,0.0,5.1175
50,61.84000000000006,0.0,4.83
51,62.427000000000056,0.0,4.117
52,58.76600000000006,0.0,4.117
53,89.94500000000006,0.0,2.6449999999999996
54,91.54550000000006,0.0,4.703499999999999
55,86.10350000000005,0.0,5.473999999999999
56,80.80200000000005,0.0,5.3015
57,113.01050000000005,0.0,3.2314999999999996
58,113.04700000000005,0.0,5.531499999999999
59,117.24200000000005,0.0,4.301
60,120.0,0.0,5.1175
61,116.82050000000001,0.0,5.531499999999999
62,111.3465,0.0,5.473999999999999
63,107.3125,0.0,5.473999999999999
64,101.781,0.0,5.531499999999999
65,98.6405,0.0,4.5885
66,94.0585,0.0,4.646
67,90.21449999999999,0.0,5.06
68,85.67649999999999,0.0,5.473999999999999
69,120.0,0.0,6.1754999999999995
70,114.1695,0.0,5.8305
71,108.36815,0.0,5.833349999999999
72,102.6502,0.0,5.717949999999999
73,96.829875,0.0,5.820325
74,91.119275,0.0,5.7426
75,85.707775,0.0,5.4115
76,81.074625,0.0,5.28115
77,76.259175,0.0,4.815449999999999
78,73.161975,0.0,3.0971999999999995
79,74.903,0.0,3.0269749999999997
80,72.89625000000001,0.0,3.12675
81,72.621075,0.0,3.891175
82,69.60467500000001,0.0,3.0324
83,66.14177500000001,0.0,3.4629
84,62.47912500000001,0.0,3.66265
85,60.16112500000001,0.0,3.286
86,58.05132500000001,0.0,3.0618000000000003
87,55.11760000000001,0.0,2.9337250000000004
88,120.0,67.6848,2.8023999999999996
89,120.0,0.0,2.6412
90,118.571,0.0,2.125
