dia_ciclo,SW_obs,I_obs,ETc_obs
1,117.908,0.0,2.108
2,115.932,0.0,2.008
3,114.14399999999999,0.0,1.924
4,112.5,0.0,1.74
5,112.212,0.0,1.9440000000000002
6,113.4,0.0,1.7800000000000002
7,114.32000000000001,0.0,1.864
8,120.0,0.0,1.476
9,118.732,0.0,1.268
10,120.0,0.0,1.228
11,120.0,0.0,1.6600000000000001
12,119.26,0.0,1.7800000000000002
13,118.52000000000001,0.0,1.9640000000000002
14,116.74000000000001,0.0,1.9640000000000002
15,116.96800000000002,0.0,1.6600000000000001
16,117.45050000000002,0.0,1.3815
17,118.72150000000002,0.0,1.945
18,120.0,0.0,2.1395000000000004
19,120.0,0.0,2.214
20,120.0,0.0,1.6314999999999997
21,120.0,0.0,1.645
22,118.7025,0.0,2.3775
23,120.0,0.0,3.0319999999999996
24,120.0,0.0,2.8305
25,120.0,0.0,3.1769999999999996
26,120.0,0.0,2.964
27,120.0,0.0,3.94
28,114.745,0.0,5.270999999999999
29,109.058,0.0,5.687
30,103.4115,0.0,5.6465
31,97.8225,0.0,5.5889999999999995
32,93.57100000000001,0.0,5.531499999999999
33,88.71400000000001,0.0,4.944999999999999
34,89.57350000000001,0.0,3.1165
35,99.05950000000001,0.0,4.002
36,94.64450000000002,0.0,5.175
37,88.63200000000002,0.0,6.060499999999999
38,82.60350000000001,0.0,6.060499999999999
39,77.20300000000002,0.0,5.416499999999999
40,75.31050000000002,0.0,3.3005
41,73.91650000000003,0.0,4.002
42,70.79850000000003,0.0,4.83
43,66.39850000000004,0.0,4.4159999999999995
44,66.94400000000005,0.0,4.358499999999999
45,64.03800000000005,0.0,4.002
46,60.84200000000005,0.0,3.5879999999999996
47,62.52550000000005,0.0,3.3005
48,64.35500000000005,0.0,5.0024999999999995
49,65.84150000000005,0.0,3.0014999999999996
50,61.56300000000005,0.0,4.358499999999999
51,58.242000000000054,0.0,3.473
52,54.39750000000005,0.0,4.5885
53,120.0,67.95399999999995,4.887499999999999
54,115.014,0.0,5.473999999999999
55,108.7695,0.0,6.2444999999999995
56,102.594,0.0,6.1754999999999995
57,115.39949999999999,0.0,3.5304999999999995
58,111.55099999999999,0.0,3.9444999999999997
59,109.21999999999998,0.0,3.0589999999999997
60,105.04549999999999,0.0,4.174499999999999
61,100.84899999999999,0.0,4.5885
62,115.404,0.0,5.772999999999999
63,109.647,0.0,5.772999999999999
64,111.24900000000001,0.0,4.83
65,105.73350000000002,0.0,5.531499999999999
66,102.95500000000001,0.0,3.5304999999999995
67,103.44750000000002,0.0,4.0595
68,120.0,0.0,3.3579999999999997
69,120.0,0.0,3.7719999999999994
70,117.67450000000001,0.0,3.8295
71,120.0,0.0,2.97255
72,117.0503,0.0,3.4937
73,119.006575,0.0,3.883725
74,120.0,0.0,2.8662
75,120.0,0.0,2.7748749999999998
76,120.0,0.0,2.9796
77,120.0,0.0,2.499975
78,120.0,0.0,3.5065999999999997
79,120.0,0.0,1.7149999999999999
80,120.0,0.0,1.98825
81,120.0,0.0,2.5993999999999997
82,120.0,0.0,2.4928
83,119.30905,0.0,2.45895
84,120.0,0.0,2.0294000000000003
85,120.0,0.0,2.1729999999999996
86,120.0,0.0,2.1609000000000003
87,120.0,0.0,2.4139
88,120.0,0.0,2.1413499999999996
89,120.0,0.0,1.3365749999999998
90,120.0,0.0,1.665
