city,cycle,observed_class,det_I_total_obs_mm,det_I_total_forecast_median_mm,det_I_total_forecast_mean_mm,det_I_total_error_mm,det_n_irrigation_events_obs,det_n_irrigation_events_forecast_mean,det_MAE_SW_mm,det_MAE_I_mm,det_Pearson_r_SW,det_KGE_SW,det_NSE_SW,prob_CRPS_I_total_mm,prob_PIT_I_total,prob_coverage_90_I_total,prob_coverage_90_SW_daily,prob_I_total_q05,prob_I_total_q50,prob_I_total_q95,baseline_CRPS_naive_climatology_mm,baseline_CRPS_persistence_mm,baseline_CRPS_long_term_mean_mm,CRPSS_vs_naive_climatology,CRPSS_vs_persistence,CRPSS_vs_long_term_mean
Baixa_Grande_do_Ribeiro,2020/2021,1,69.57149999999999,0.0,36.91516214999999,-69.57149999999999,1,0.542,15.487131944444453,1.139329357222222,0.6521386940726636,0.20957575953373808,-0.06732996458101503,19.645116569699994,0.876,1.0,0.9111111111111111,0.0,0.0,134.693425,23.9870528352,69.5715,34.93989576271184,0.1810116605541634,0.717626951126539,0.43774541563843383
Baixa_Grande_do_Ribeiro,2021/2022,2,0.0,0.0,33.69124565,0.0,0,0.494,16.18254,0.3743471738888889,0.03872218681125845,-0.16530151549013938,-0.21498893641334038,13.8749966355,0.548,1.0,0.8888888888888888,0.0,0.0,71.61349999999999,19.083347950899995,69.5715,35.21393583333333,0.2729264974259594,0.8005649348440094,0.6059799534715458
Baixa_Grande_do_Ribeiro,2022/2023,1,66.62559999999999,0.0,30.667844249999995,-66.62559999999999,1,0.45,10.106195277777775,1.0689839849999998,0.4579483976479299,0.23240655590118797,0.20563001081591015,23.487618628899988,0.652,1.0,0.9666666666666667,0.0,0.0,71.61349999999999,19.385269859599987,66.62559999999998,31.988941803278685,-0.2116219582709824,0.6474685612001994,0.26575818689655306
Baixa_Grande_do_Ribeiro,2023/2024,2,0.0,0.0,35.34338765,0.0,0,0.518,8.255277499999998,0.39270430722222216,0.3865199068732888,0.23714971732125378,0.1218058182771159,14.4841706685,0.54,1.0,1.0,0.0,0.0,134.693425,15.530966427400003,66.62559999999998,35.15260887096774,0.06740055512921772,0.7826035237431257,0.5879631374824541
Baixa_Grande_do_Ribeiro,2024/2025,1,0.0,0.0,34.09603599999999,0.0,0,0.5,9.931757361111108,0.37884484444444444,0.17216176867026378,0.023497945576785084,-0.1101872835884612,13.803647060999989,0.55,1.0,1.0,0.0,0.0,74.76749624999712,12.6714600126,0.0,34.594630952380946,-0.08934937625768358,,0.6009887464907335
Balsas,2020/2021,1,69.45549999999999,0.0,27.417119349999993,-69.45549999999999,1,0.402,10.114967083333331,1.076362437222222,0.5302542259943753,0.21377074200635904,0.21080037183258582,29.933590320699995,0.852,1.0,0.9444444444444444,0.0,0.0,70.719,30.31660466,69.4555,45.19570466101693,0.012633813832238161,0.56902491061615,0.3376894874145222
Balsas,2021/2022,2,0.0,0.0,25.619058549999995,0.0,0,0.376,6.975524166666665,0.28465620611111103,0.27644920318362226,0.25477904391981254,-0.5343270719237041,8.185531505099998,0.652,1.0,1.0,0.0,0.0,70.719,9.386385232500004,69.4555,25.013057083333326,0.12793569597400445,0.8821471085068857,0.6727496571958742
Balsas,2022/2023,0,67.46449999999996,0.0,23.74046934999999,-67.46449999999996,1,0.348,12.242809722222216,0.9898312149999994,0.5463059687322549,0.17947269789290676,-0.07098113429342567,31.340845866899965,0.822,1.0,0.9444444444444444,0.0,0.0,70.64549999999997,29.92216643389997,67.46449999999994,42.86149303278683,-0.04741232344034807,0.5354468517976122,0.26878781747229774
Balsas,2023/2024,1,67.51749999999998,0.0,24.984290849999994,-67.51749999999998,1,0.366,9.000524444444444,0.993529009444444,0.505964560687271,0.20327295982881322,0.19659223204076204,31.059781518699985,0.832,1.0,0.9444444444444444,0.0,0.0,70.719,28.045623896699993,0.05300000000002569,42.22317862903223,-0.10747336672209507,-585.0336135600929,0.26439025845051867
Balsas,2024/2025,2,0.0,0.0,25.107890949999998,0.0,0,0.368,8.66770041666666,0.278976566111111,0.24256418854891768,0.11137153039109837,-0.028991686652866555,7.910808280700003,0.658,1.0,1.0,0.0,0.0,70.64549999999997,7.308961848799999,67.51749999999997,25.964530555555545,-0.08234362750146462,0.8828332168593327,0.6953224991388356
Barreiras,2020/2021,1,138.63699999999994,134.76749999999998,114.83246605,-3.8694999999999595,2,1.678,12.933163194444438,2.7443382005555548,0.245699827592,0.0966422836114289,-0.016050662775236813,14.592894129899982,0.784,1.0,0.9888888888888889,0.0,134.76749999999998,207.59007499999993,17.011249618999976,1.5934999999999775,27.19275169491521,0.14216213054677163,-8.157762240288791,0.46335353282291336
Barreiras,2021/2022,2,71.2885,132.472275,106.24846724999999,61.183775,1,1.552,12.913011111111107,1.920655769444444,0.22948967188402808,0.06206673281350661,-0.03391423115740366,20.198424654099995,0.468,1.0,0.9666666666666667,0.0,132.472275,207.23849999999993,25.405075414299986,67.34849999999994,40.60896083333332,0.2049452983426011,0.7000909499974014,0.5026116344863376
Barreiras,2022/2023,2,67.6848,133.995,111.56855424999999,66.31020000000001,1,1.626,13.492044722222214,1.9740654627777776,0.42928589160800024,0.17221199972322743,0.14096902017669588,24.689687502100007,0.234,1.0,0.9333333333333333,0.0,133.995,207.54857499999994,23.8715500271,3.6037000000000035,43.54694016393442,-0.03427249064561044,-5.851205012098672,0.433032782345796
Barreiras,2023/2024,2,0.0,102.2643875,107.15011209999999,102.2643875,0,1.562,14.243138611111103,1.1905568011111112,0.28265819865818514,0.1017541183283035,-0.09293405612038308,74.451862202,0.096,1.0,0.8333333333333334,0.0,102.2643875,207.55064999999993,79.06184919609998,67.68479999999998,110.52937016129027,0.05830861586181302,-0.09997905293359843,0.3264065280263886
Barreiras,2024/2025,0,137.84782499999992,71.2885,101.72011344999999,-66.55932499999992,2,1.484,15.080679305555545,2.5090816305555546,0.33217598484061556,0.1206188957958968,-0.04844967361595476,22.477151925099967,0.798,1.0,0.9333333333333333,0.0,71.2885,207.54857499999994,16.673415919999954,137.8478249999999,29.07288928571421,-0.34808320220323696,0.8369422809166558,0.2268690014189696
Bom_Jesus,2020/2021,0,137.02799999999993,70.5455,91.81689389999998,-66.48249999999993,2,1.34,15.523336944444436,2.3795586655555545,0.39180595498484366,0.2114428874332288,-0.06717678734809862,25.172428884799988,0.752,1.0,0.9222222222222223,0.0,70.5455,201.84664999999993,27.511569720799983,65.37249999999993,47.57463474576264,0.08502389575508296,0.61493856155417,0.47088550402287555
Bom_Jesus,2021/2022,2,68.58600000000001,69.72549999999995,86.27865869999998,1.1394999999999413,1,1.26,13.312207222222225,1.69421763,0.25450803377073195,0.13065591465515392,-0.08533970211700348,11.222300313799991,0.398,1.0,0.9666666666666667,0.0,69.72549999999995,144.19612499999718,13.002069786999996,68.44199999999991,21.66027583333332,0.1368835502620892,0.8360319640893018,0.4818948567344731
Bom_Jesus,2022/2023,1,138.44532500000003,70.5455,92.97031725,-67.89982500000002,2,1.356,12.989735138888891,2.4076263050000004,0.42431026129634786,0.2211216633987647,0.1640434079818841,25.16459542510003,0.784,1.0,0.9777777777777777,0.0,70.5455,203.69249999999997,25.346424654500023,69.85932500000001,48.55413565573774,0.0071737624488869,0.6397818698491573,0.48172086506649037
Bom_Jesus,2023/2024,2,0.0,69.72549999999995,89.11872299999999,69.72549999999995,0,1.302,12.010126944444442,0.9902080333333331,0.3383808357257556,0.18349264751451333,0.039891086991541425,59.808981533799994,0.144,1.0,0.9888888888888889,0.0,69.72549999999995,203.69249999999997,61.65204772719998,138.44532500000008,90.67432056451615,0.029894646834039418,0.5679956579696717,0.34039779772879575
Bom_Jesus,2024/2025,1,67.395025,69.1415,83.90557474999999,1.7464749999999896,1,1.222,12.966508749999996,1.6811177750000001,0.28032920398762284,0.13128531086031792,0.008146720850987776,10.378529680299998,0.312,1.0,0.9777777777777777,0.0,69.1415,203.69249999999997,11.808262214899997,67.39502500000002,21.84002063492062,0.12107899609443995,0.8460045132366967,0.5247930460420227
Campos_Lindos,2020/2021,1,67.95399999999995,0.0,18.04813535,-67.95399999999995,1,0.266,10.723897638888879,0.9555792816666661,0.6483775461848087,0.18326269870011602,0.13992484936606298,36.83563462549997,0.882,1.0,0.8777777777777778,0.0,0.0,68.96350000000002,42.18453320269997,67.95399999999995,51.90095042372876,0.12679762394188698,0.45793279828266187,0.2902705186558786
