date,year,month,value
1976-08-01,1976,8,-1.3000
1976-09-01,1976,9,-1.9000
1976-10-01,1976,10,0.7000
1976-11-01,1976,11,1.2000
1976-12-01,1976,12,-0.6000
1977-01-01,1977,1,-0.7000
1977-02-01,1977,2,2.0000
1977-03-01,1977,3,-0.9000
1977-04-01,1977,4,-0.7000
1977-05-01,1977,5,-0.8000
1977-06-01,1977,6,-1.5000
1977-07-01,1977,7,-1.9000
1977-08-01,1977,8,-1.3000
1977-09-01,1977,9,-1.3000
1977-10-01,1977,10,-1.7000
1977-11-01,1977,11,-2.1000
1977-12-01,1977,12,-1.7000
1978-01-01,1978,1,-0.5000
1978-02-01,1978,2,-4.4000
1978-03-01,1978,3,-0.3000
1978-04-01,1978,4,-0.5000
1978-05-01,1978,5,2.2000
1978-06-01,1978,6,1.1000
1978-07-01,1978,7,0.9000
1978-08-01,1978,8,0.7000
1978-09-01,1978,9,0.1000
1978-10-01,1978,10,-0.6000
1978-11-01,1978,11,-0.0000
1978-12-01,1978,12,-0.1000
1979-01-01,1979,1,-0.7000
1979-02-01,1979,2,1.6000
1979-03-01,1979,3,0.2000
1979-04-01,1979,4,-0.2000
1979-05-01,1979,5,0.8000
1979-06-01,1979,6,1.1000
1979-07-01,1979,7,2.2000
1979-08-01,1979,8,-0.3000
1979-09-01,1979,9,0.2000
1979-10-01,1979,10,-0.2000
1979-11-01,1979,11,-0.7000
1979-12-01,1979,12,-1.2000
1980-01-01,1980,1,0.7000
1980-02-01,1980,2,0.5000
1980-03-01,1980,3,-0.7000
1980-04-01,1980,4,-1.0000
1980-05-01,1980,5,-0.0000
1980-06-01,1980,6,-0.0000
1980-07-01,1980,7,-0.1000
1980-08-01,1980,8,0.6000
1980-09-01,1980,9,-0.8000
1980-10-01,1980,10,0.0000
1980-11-01,1980,11,-0.6000
1980-12-01,1980,12,-0.1000
1981-01-01,1981,1,0.6000
1981-02-01,1981,2,-0.3000
1981-03-01,1981,3,-2.1000
1981-04-01,1981,4,-0.2000
1981-05-01,1981,5,1.3000
