date,year,month,value
1991-08-01,1991,8,0.4700
1991-09-01,1991,9,0.3300
1991-10-01,1991,10,0.7000
1991-11-01,1991,11,0.6900
1991-12-01,1991,12,0.8100
1992-01-01,1992,1,0.6200
1992-02-01,1992,2,0.8900
1992-03-01,1992,3,0.6400
1992-04-01,1992,4,0.4600
1992-05-01,1992,5,0.3100
1992-06-01,1992,6,0.2700
1992-07-01,1992,7,0.3100
1992-08-01,1992,8,0.1400
1992-09-01,1992,9,0.1000
1992-10-01,1992,10,-0.0000
1992-11-01,1992,11,-0.0100
1992-12-01,1992,12,0.0700
1993-01-01,1993,1,0.2200
1993-02-01,1993,2,0.1000
1993-03-01,1993,3,0.0500
1993-04-01,1993,4,0.0400
1993-05-01,1993,5,0.0700
1993-06-01,1993,6,0.0400
1993-07-01,1993,7,0.0700
1993-08-01,1993,8,0.1300
1993-09-01,1993,9,0.3000
1993-10-01,1993,10,0.0200
1993-11-01,1993,11,0.0900
1993-12-01,1993,12,0.1800
1994-01-01,1994,1,0.1100
1994-02-01,1994,2,-0.0600
1994-03-01,1994,3,0.0500
1994-04-01,1994,4,0.1100
1994-05-01,1994,5,0.2300
1994-06-01,1994,6,0.2600
1994-07-01,1994,7,0.5000
1994-08-01,1994,8,0.7100
1994-09-01,1994,9,0.5400
1994-10-01,1994,10,0.6900
1994-11-01,1994,11,0.7500
1994-12-01,1994,12,0.9200
1995-01-01,1995,1,0.7200
1995-02-01,1995,2,0.7100
1995-03-01,1995,3,0.7100
1995-04-01,1995,4,0.5200
1995-05-01,1995,5,0.3900
1995-06-01,1995,6,0.2100
1995-07-01,1995,7,0.0300
1995-08-01,1995,8,-0.1400
1995-09-01,1995,9,-0.3500
1995-10-01,1995,10,-0.4500
1995-11-01,1995,11,-0.5900
1995-12-01,1995,12,-0.5000
1996-01-01,1996,1,-0.4700
1996-02-01,1996,2,-0.5200
1996-03-01,1996,3,-0.4000
1996-04-01,1996,4,-0.4600
1996-05-01,1996,5,-0.4500
1996-06-01,1996,6,-0.4800
1996-07-01,1996,7,-0.4500
1996-08-01,1996,8,-0.3200
1996-09-01,1996,9,-0.3700
1996-10-01,1996,10,-0.3100
1996-11-01,1996,11,-0.2300
1996-12-01,1996,12,-0.1900
1997-01-01,1997,1,0.0100
1997-02-01,1997,2,0.1900
1997-03-01,1997,3,0.2400
1997-04-01,1997,4,0.5900
1997-05-01,1997,5,0.5300
1997-06-01,1997,6,0.2600
1997-07-01,1997,7,0.4700
1997-08-01,1997,8,0.5000
1997-09-01,1997,9,0.6800
1997-10-01,1997,10,0.5800
1997-11-01,1997,11,0.6900
1997-12-01,1997,12,0.5700
1998-01-01,1998,1,0.6400
1998-02-01,1998,2,0.5900
1998-03-01,1998,3,0.3000
1998-04-01,1998,4,-0.0700
1998-05-01,1998,5,-0.2600
1998-06-01,1998,6,-0.7100
1998-07-01,1998,7,-0.7800
1998-08-01,1998,8,-1.0200
1998-09-01,1998,9,-1.0200
1998-10-01,1998,10,-1.3400
1998-11-01,1998,11,-1.4500
1998-12-01,1998,12,-1.4800
1999-01-01,1999,1,-1.6800
1999-02-01,1999,2,-1.6400
1999-03-01,1999,3,-1.3500
1999-04-01,1999,4,-1.2100
1999-05-01,1999,5,-1.0300
1999-06-01,1999,6,-1.0100
1999-07-01,1999,7,-1.1400
1999-08-01,1999,8,-1.1000
1999-09-01,1999,9,-0.9700
1999-10-01,1999,10,-0.9700
1999-11-01,1999,11,-1.2700
1999-12-01,1999,12,-1.3600
2000-01-01,2000,1,-1.3300
2000-02-01,2000,2,-1.4700
2000-03-01,2000,3,-1.4300
2000-04-01,2000,4,-1.4300
2000-05-01,2000,5,-1.2900
2000-06-01,2000,6,-0.9100
2000-07-01,2000,7,-0.7300
2000-08-01,2000,8,-0.6200
2000-09-01,2000,9,-0.4900
2000-10-01,2000,10,-0.6500
2000-11-01,2000,11,-0.7700
2000-12-01,2000,12,-0.9500
2001-01-01,2001,1,-0.8900
2001-02-01,2001,2,-0.8200
2001-03-01,2001,3,-0.7100
2001-04-01,2001,4,-0.5900
2001-05-01,2001,5,-0.3900
2001-06-01,2001,6,-0.1700
2001-07-01,2001,7,0.0900
2001-08-01,2001,8,0.0500
2001-09-01,2001,9,0.2100
2001-10-01,2001,10,0.1900
2001-11-01,2001,11,0.0800
2001-12-01,2001,12,0.1200
2002-01-01,2002,1,0.4000
2002-02-01,2002,2,0.4600
2002-03-01,2002,3,0.2500
2002-04-01,2002,4,0.4100
2002-05-01,2002,5,0.6000
2002-06-01,2002,6,0.6400
2002-07-01,2002,7,0.6300
2002-08-01,2002,8,0.6400
2002-09-01,2002,9,0.6100
2002-10-01,2002,10,0.6500
2002-11-01,2002,11,0.8500
2002-12-01,2002,12,0.8400
2003-01-01,2003,1,0.5700
2003-02-01,2003,2,0.6900
2003-03-01,2003,3,0.6000
2003-04-01,2003,4,0.3300
2003-05-01,2003,5,-0.0500
2003-06-01,2003,6,0.1000
2003-07-01,2003,7,0.1900
2003-08-01,2003,8,0.1900
2003-09-01,2003,9,0.1800
2003-10-01,2003,10,0.3600
2003-11-01,2003,11,0.3700
2003-12-01,2003,12,0.4300
2004-01-01,2004,1,0.4300
2004-02-01,2004,2,0.3800
2004-03-01,2004,3,0.1000
2004-04-01,2004,4,0.0900
2004-05-01,2004,5,0.1100
2004-06-01,2004,6,0.2200
2004-07-01,2004,7,0.4200
2004-08-01,2004,8,0.5500
2004-09-01,2004,9,0.6900
2004-10-01,2004,10,0.7000
2004-11-01,2004,11,0.7600
2004-12-01,2004,12,0.8700
2005-01-01,2005,1,0.8800
2005-02-01,2005,2,0.6700
2005-03-01,2005,3,0.6100
2005-04-01,2005,4,0.4200
2005-05-01,2005,5,0.2900
2005-06-01,2005,6,0.1700
2005-07-01,2005,7,-0.1100
2005-08-01,2005,8,-0.0600
2005-09-01,2005,9,0.0300
2005-10-01,2005,10,0.0900
2005-11-01,2005,11,-0.1400
2005-12-01,2005,12,-0.2600
2006-01-01,2006,1,-0.5000
2006-02-01,2006,2,-0.6700
2006-03-01,2006,3,-0.5900
2006-04-01,2006,4,-0.3400
2006-05-01,2006,5,-0.0600
2006-06-01,2006,6,0.0600
2006-07-01,2006,7,0.2000
2006-08-01,2006,8,0.4200
2006-09-01,2006,9,0.6300
2006-10-01,2006,10,0.6900
2006-11-01,2006,11,0.9200
2006-12-01,2006,12,0.9200
2007-01-01,2007,1,0.6500
2007-02-01,2007,2,0.4600
2007-03-01,2007,3,0.3400
2007-04-01,2007,4,0.1000
2007-05-01,2007,5,-0.0800
2007-06-01,2007,6,-0.0700
2007-07-01,2007,7,-0.2200
2007-08-01,2007,8,-0.3100
2007-09-01,2007,9,-0.6500
2007-10-01,2007,10,-0.8500
2007-11-01,2007,11,-1.0900
2007-12-01,2007,12,-1.1200
2008-01-01,2008,1,-1.4500
2008-02-01,2008,2,-1.5800
2008-03-01,2008,3,-1.3500
2008-04-01,2008,4,-1.1600
2008-05-01,2008,5,-1.1100
2008-06-01,2008,6,-1.0100
2008-07-01,2008,7,-0.8300
2008-08-01,2008,8,-0.7500
2008-09-01,2008,9,-0.6800
2008-10-01,2008,10,-0.5900
2008-11-01,2008,11,-0.7200
2008-12-01,2008,12,-0.8100
2009-01-01,2009,1,-0.9500
2009-02-01,2009,2,-0.8500
2009-03-01,2009,3,-0.5800
2009-04-01,2009,4,-0.2600
2009-05-01,2009,5,-0.0100
2009-06-01,2009,6,0.1800
2009-07-01,2009,7,0.2900
2009-08-01,2009,8,0.4400
2009-09-01,2009,9,0.5700
2009-10-01,2009,10,0.9200
2009-11-01,2009,11,1.1200
2009-12-01,2009,12,1.1800
2010-01-01,2010,1,1.1200
2010-02-01,2010,2,0.8800
2010-03-01,2010,3,0.7500
2010-04-01,2010,4,0.5000
2010-05-01,2010,5,0.1000
2010-06-01,2010,6,-0.3100
2010-07-01,2010,7,-0.7900
2010-08-01,2010,8,-1.2500
2010-09-01,2010,9,-1.4400
2010-10-01,2010,10,-1.6100
2010-11-01,2010,11,-1.5900
