Data,ETo,pr,dia_ciclo,ano_safra,Kc,ETc,P_eff,deficit,SW,I,DP
2025-01-01,3.89,2.41,32,2024,1.15,4.4735,1.9280000000000002,2.5454999999999997,117.4545,0.0,0.0
2025-01-02,3.48,11.84,33,2024,1.15,4.002,9.472,-5.47,120.0,0.0,2.9244999999999948
2025-01-03,4.15,1.54,34,2024,1.15,4.7725,1.2320000000000002,3.5404999999999998,116.4595,0.0,0.0
2025-01-04,4.15,4.85,35,2024,1.15,4.7725,3.88,0.8925000000000001,115.56700000000001,0.0,0.0
2025-01-05,2.51,0.0,36,2024,1.15,2.8864999999999994,0.0,2.8864999999999994,112.68050000000001,0.0,0.0
2025-01-06,2.15,0.17,37,2024,1.15,2.4724999999999997,0.136,2.3364999999999996,110.34400000000001,0.0,0.0
2025-01-07,4.09,8.31,38,2024,1.15,4.703499999999999,6.648000000000001,-1.9445000000000014,112.2885,0.0,0.0
2025-01-08,3.02,8.86,39,2024,1.15,3.473,7.088,-3.615,115.9035,0.0,0.0
2025-01-09,2.71,1.3,40,2024,1.15,3.1165,1.04,2.0765,113.827,0.0,0.0
2025-01-10,2.97,2.7,41,2024,1.15,3.4154999999999998,2.16,1.2554999999999996,112.5715,0.0,0.0
2025-01-11,3.43,1.59,42,2024,1.15,3.9444999999999997,1.2720000000000002,2.6724999999999994,109.899,0.0,0.0
2025-01-12,1.59,29.58,43,2024,1.15,1.8285,23.664,-21.835500000000003,120.0,0.0,11.734499999999997
2025-01-13,3.28,36.16,44,2024,1.15,3.7719999999999994,28.927999999999997,-25.156,120.0,0.0,25.156000000000006
2025-01-14,1.69,9.84,45,2024,1.15,1.9434999999999998,7.872,-5.9285,120.0,0.0,5.9285
2025-01-15,3.07,13.08,46,2024,1.15,3.5304999999999995,10.464,-6.9335,120.0,0.0,6.933499999999995
2025-01-16,2.05,11.98,47,2024,1.15,2.3574999999999995,9.584000000000001,-7.2265000000000015,120.0,0.0,7.2265000000000015
2025-01-17,4.35,18.91,48,2024,1.15,5.0024999999999995,15.128,-10.1255,120.0,0.0,10.125499999999988
2025-01-18,2.2,15.8,49,2024,1.15,2.53,12.64,-10.110000000000001,120.0,0.0,10.109999999999985
2025-01-19,3.89,8.38,50,2024,1.15,4.4735,6.704000000000001,-2.230500000000001,120.0,0.0,2.2305000000000064
2025-01-20,3.53,26.79,51,2024,1.15,4.0595,21.432000000000002,-17.372500000000002,120.0,0.0,17.372500000000002
2025-01-21,3.63,1.38,52,2024,1.15,4.174499999999999,1.1039999999999999,3.070499999999999,116.9295,0.0,0.0
2025-01-22,3.48,0.0,53,2024,1.15,4.002,0.0,4.002,112.92750000000001,0.0,0.0
2025-01-23,4.76,4.78,54,2024,1.15,5.473999999999999,3.8240000000000003,1.649999999999999,111.2775,0.0,0.0
2025-01-24,3.69,16.08,55,2024,1.15,4.2435,12.863999999999999,-8.6205,119.89800000000001,0.0,0.0
2025-01-25,4.61,0.0,56,2024,1.15,5.3015,0.0,5.3015,114.5965,0.0,0.0
2025-01-26,4.61,1.85,57,2024,1.15,5.3015,1.4800000000000002,3.8214999999999995,110.775,0.0,0.0
2025-01-27,3.58,0.02,58,2024,1.15,4.117,0.016,4.101,106.674,0.0,0.0
2025-01-28,3.58,6.78,59,2024,1.15,4.117,5.424,-1.3070000000000004,107.98100000000001,0.0,0.0
2025-01-29,2.05,0.04,60,2024,1.15,2.3574999999999995,0.032,2.3254999999999995,105.6555,0.0,0.0
2025-01-30,3.89,0.31,61,2024,1.15,4.4735,0.248,4.225499999999999,101.43,0.0,0.0
2025-01-31,4.09,6.8,62,2024,1.15,4.703499999999999,5.44,-0.7365000000000013,102.1665,0.0,0.0
2025-02-01,3.17,15.07,63,2024,1.15,3.6454999999999997,12.056000000000001,-8.4105,110.577,0.0,0.0
2025-02-02,3.12,0.67,64,2024,1.15,3.5879999999999996,0.536,3.0519999999999996,107.525,0.0,0.0
2025-02-03,3.99,9.28,65,2024,1.15,4.5885,7.4239999999999995,-2.8354999999999997,110.36050000000002,0.0,0.0
2025-02-04,4.35,3.53,66,2024,1.15,5.0024999999999995,2.824,2.1784999999999997,108.18200000000002,0.0,0.0
2025-02-05,5.02,0.04,67,2024,1.15,5.772999999999999,0.032,5.740999999999999,102.44100000000002,0.0,0.0
2025-02-06,4.66,0.0,68,2024,1.15,5.359,0.0,5.359,97.08200000000002,0.0,0.0
2025-02-07,5.07,0.0,69,2024,1.15,5.8305,0.0,5.8305,91.25150000000002,0.0,0.0
2025-02-08,2.71,0.08,70,2024,1.15,3.1165,0.064,3.0524999999999998,88.19900000000001,0.0,0.0
2025-02-09,2.87,2.44,71,2024,0.8,2.2960000000000003,1.952,0.3440000000000003,87.855,0.0,0.0
2025-02-10,3.84,1.08,72,2024,0.8,3.072,0.8640000000000001,2.208,85.647,0.0,0.0
2025-02-11,3.48,9.19,73,2024,0.8,2.7840000000000003,7.352,-4.568,90.215,0.0,0.0
2025-02-12,4.66,1.61,74,2024,0.8,3.728,1.2880000000000003,2.44,87.775,0.0,0.0
2025-02-13,3.84,0.04,75,2024,0.8,3.072,0.032,3.04,84.735,0.0,0.0
2025-02-14,4.61,1.02,76,2024,0.8,3.6880000000000006,0.8160000000000001,2.8720000000000008,81.863,0.0,0.0
2025-02-15,2.1,13.02,77,2024,0.8,1.6800000000000002,10.416,-8.736,90.59899999999999,0.0,0.0
2025-02-16,3.38,6.64,78,2024,0.8,2.704,5.312,-2.608,93.207,0.0,0.0
2025-02-17,4.5,12.62,79,2024,0.8,3.6,10.096,-6.496,99.703,0.0,0.0
2025-02-18,4.66,6.3,80,2024,0.8,3.728,5.04,-1.3119999999999998,101.01500000000001,0.0,0.0
2025-02-19,4.09,0.23,81,2024,0.8,3.2720000000000002,0.18400000000000002,3.088,97.927,0.0,0.0
2025-02-20,3.74,12.69,82,2024,0.8,2.9920000000000004,10.152000000000001,-7.16,105.087,0.0,0.0
2025-02-21,2.97,7.67,83,2024,0.8,2.3760000000000003,6.136,-3.76,108.847,0.0,0.0
2025-02-22,3.74,10.89,84,2024,0.8,2.9920000000000004,8.712000000000002,-5.720000000000001,114.567,0.0,0.0
2025-02-23,2.41,2.55,85,2024,0.8,1.9280000000000002,2.04,-0.11199999999999988,114.679,0.0,0.0
2025-02-24,3.33,23.99,86,2024,0.5,1.665,19.192,-17.527,120.0,0.0,12.206000000000017
2025-02-25,3.33,1.2,87,2024,0.5,1.665,0.96,0.7050000000000001,119.29499999999999,0.0,0.0
2025-02-26,3.48,0.0,88,2024,0.5,1.74,0.0,1.74,117.55499999999999,0.0,0.0
2025-02-27,2.35,0.0,89,2024,0.5,1.175,0.0,1.175,116.38,0.0,0.0
2025-02-28,3.43,0.0,90,2024,0.5,1.715,0.0,1.715,114.66499999999999,0.0,0.0
