Data,ETo,pr,dia_ciclo,ano_safra,Kc,ETc,P_eff,deficit,SW,I,DP
2024-12-01,2.81,0.05,1,2024,0.4,1.124,0.04000000000000001,1.084,118.91600000000001,0.0,0.0
2024-12-02,3.53,0.0,2,2024,0.4,1.412,0.0,1.412,117.504,0.0,0.0
2024-12-03,3.58,0.0,3,2024,0.4,1.4320000000000002,0.0,1.4320000000000002,116.072,0.0,0.0
2024-12-04,2.35,0.0,4,2024,0.4,0.9400000000000001,0.0,0.9400000000000001,115.132,0.0,0.0
2024-12-05,3.53,0.18,5,2024,0.4,1.412,0.144,1.268,113.864,0.0,0.0
2024-12-06,4.2,1.89,6,2024,0.4,1.6800000000000002,1.512,0.16800000000000015,113.696,0.0,0.0
2024-12-07,4.56,0.53,7,2024,0.4,1.8239999999999998,0.42400000000000004,1.4,112.296,0.0,0.0
2024-12-08,4.81,2.4,8,2024,0.4,1.924,1.92,0.0040000000000000036,112.292,0.0,0.0
2024-12-09,3.74,0.89,9,2024,0.4,1.4960000000000002,0.7120000000000001,0.7840000000000001,111.50800000000001,0.0,0.0
2024-12-10,2.92,6.65,10,2024,0.4,1.168,5.32,-4.152,115.66,0.0,0.0
2024-12-11,4.35,8.59,11,2024,0.4,1.74,6.872,-5.132,120.0,0.0,0.7920000000000016
2024-12-12,4.66,0.0,12,2024,0.4,1.864,0.0,1.864,118.136,0.0,0.0
2024-12-13,2.81,16.38,13,2024,0.4,1.124,13.104,-11.979999999999999,120.0,0.0,10.116000000000014
2024-12-14,3.74,42.45,14,2024,0.4,1.4960000000000002,33.96,-32.464,120.0,0.0,32.464
2024-12-15,3.58,4.55,15,2024,0.4,1.4320000000000002,3.64,-2.208,120.0,0.0,2.2079999999999984
2024-12-16,4.15,1.28,16,2024,0.8,3.3200000000000003,1.024,2.2960000000000003,117.70400000000001,0.0,0.0
2024-12-17,3.84,2.58,17,2024,0.8,3.072,2.064,1.008,116.696,0.0,0.0
2024-12-18,1.84,37.64,18,2024,0.8,1.4720000000000002,30.112000000000002,-28.64,120.0,0.0,25.335999999999984
2024-12-19,4.2,10.14,19,2024,0.8,3.3600000000000003,8.112,-4.752,120.0,0.0,4.751999999999995
2024-12-20,2.46,8.78,20,2024,0.8,1.968,7.024,-5.056,120.0,0.0,5.055999999999997
2024-12-21,3.53,6.6,21,2024,0.8,2.824,5.28,-2.4560000000000004,120.0,0.0,2.456000000000003
2024-12-22,4.09,9.78,22,2024,0.8,3.2720000000000002,7.824,-4.552,120.0,0.0,4.5519999999999925
2024-12-23,3.12,11.58,23,2024,0.8,2.4960000000000004,9.264000000000001,-6.768000000000001,120.0,0.0,6.768000000000015
2024-12-24,2.25,6.63,24,2024,0.8,1.8,5.304,-3.5040000000000004,120.0,0.0,3.504000000000005
2024-12-25,2.87,39.78,25,2024,0.8,2.2960000000000003,31.824,-29.528000000000002,120.0,0.0,29.52800000000002
2024-12-26,3.33,17.15,26,2024,0.8,2.664,13.719999999999999,-11.056,120.0,0.0,11.056000000000012
2024-12-27,3.07,19.37,27,2024,0.8,2.456,15.496000000000002,-13.040000000000003,120.0,0.0,13.04000000000002
2024-12-28,4.91,0.48,28,2024,0.8,3.9280000000000004,0.384,3.5440000000000005,116.456,0.0,0.0
2024-12-29,4.04,0.21,29,2024,0.8,3.232,0.168,3.064,113.39200000000001,0.0,0.0
2024-12-30,3.69,13.03,30,2024,0.8,2.952,10.424,-7.4719999999999995,120.0,0.0,0.8640000000000043
2024-12-31,2.2,9.41,31,2024,1.15,2.53,7.5280000000000005,-4.998000000000001,120.0,0.0,4.998000000000005
