Data,ETo,pr,dia_ciclo,ano_safra,Kc,ETc,P_eff,deficit,SW,I,DP
2022-12-01,3.43,7.89,1,2022,0.4,1.372,6.312,-4.94,120.0,0.0,4.939999999999998
2022-12-02,4.2,15.35,2,2022,0.4,1.6800000000000002,12.280000000000001,-10.600000000000001,120.0,0.0,10.599999999999994
2022-12-03,3.38,0.08,3,2022,0.4,1.352,0.064,1.288,118.71199999999999,0.0,0.0
2022-12-04,3.69,0.02,4,2022,0.4,1.476,0.016,1.46,117.252,0.0,0.0
2022-12-05,4.76,0.39,5,2022,0.4,1.904,0.31200000000000006,1.5919999999999999,115.66,0.0,0.0
2022-12-06,4.81,0.12,6,2022,0.4,1.924,0.096,1.8279999999999998,113.832,0.0,0.0
2022-12-07,5.37,0.55,7,2022,0.4,2.148,0.44000000000000006,1.7080000000000002,112.124,0.0,0.0
2022-12-08,5.12,4.74,8,2022,0.4,2.048,3.7920000000000003,-1.7440000000000002,113.868,0.0,0.0
2022-12-09,3.94,0.0,9,2022,0.4,1.576,0.0,1.576,112.292,0.0,0.0
2022-12-10,3.53,0.0,10,2022,0.4,1.412,0.0,1.412,110.88,0.0,0.0
2022-12-11,4.15,2.37,11,2022,0.4,1.6600000000000001,1.8960000000000001,-0.236,111.116,0.0,0.0
2022-12-12,3.79,0.0,12,2022,0.4,1.516,0.0,1.516,109.6,0.0,0.0
2022-12-13,4.15,0.0,13,2022,0.4,1.6600000000000001,0.0,1.6600000000000001,107.94,0.0,0.0
2022-12-14,5.12,3.29,14,2022,0.4,2.048,2.632,-0.5840000000000001,108.524,0.0,0.0
2022-12-15,4.15,0.81,15,2022,0.4,1.6600000000000001,0.6480000000000001,1.012,107.512,0.0,0.0
2022-12-16,3.74,12.82,16,2022,0.8,2.9920000000000004,10.256,-7.263999999999999,114.776,0.0,0.0
2022-12-17,2.35,21.46,17,2022,0.8,1.8800000000000001,17.168000000000003,-15.288000000000002,120.0,0.0,10.063999999999993
2022-12-18,3.99,5.4,18,2022,0.8,3.192,4.32,-1.1280000000000001,120.0,0.0,1.127999999999986
2022-12-19,4.04,20.04,19,2022,0.8,3.232,16.032,-12.8,120.0,0.0,12.800000000000011
2022-12-20,3.69,1.32,20,2022,0.8,2.952,1.056,1.896,118.104,0.0,0.0
2022-12-21,4.66,4.72,21,2022,0.8,3.728,3.776,-0.0479999999999996,118.152,0.0,0.0
2022-12-22,1.43,37.51,22,2022,0.8,1.144,30.008,-28.864,120.0,0.0,27.01599999999999
2022-12-23,3.53,22.67,23,2022,0.8,2.824,18.136000000000003,-15.312000000000003,120.0,0.0,15.311999999999983
2022-12-24,2.56,10.66,24,2022,0.8,2.048,8.528,-6.48,120.0,0.0,6.47999999999999
2022-12-25,2.56,12.77,25,2022,0.8,2.048,10.216000000000001,-8.168000000000001,120.0,0.0,8.168000000000006
2022-12-26,3.12,4.42,26,2022,0.8,2.4960000000000004,3.536,-1.0399999999999996,120.0,0.0,1.0400000000000063
2022-12-27,3.12,10.27,27,2022,0.8,2.4960000000000004,8.216,-5.719999999999999,120.0,0.0,5.720000000000013
2022-12-28,2.56,17.59,28,2022,0.8,2.048,14.072000000000001,-12.024000000000001,120.0,0.0,12.024000000000001
2022-12-29,3.69,57.19,29,2022,0.8,2.952,45.752,-42.800000000000004,120.0,0.0,42.80000000000001
2022-12-30,3.84,0.0,30,2022,0.8,3.072,0.0,3.072,116.928,0.0,0.0
2022-12-31,4.56,1.04,31,2022,1.15,5.243999999999999,0.8320000000000001,4.411999999999999,112.51599999999999,0.0,0.0
2023-01-01,4.71,0.0,32,2022,1.15,5.416499999999999,0.0,5.416499999999999,107.09949999999999,0.0,0.0
2023-01-02,4.81,0.0,33,2022,1.15,5.531499999999999,0.0,5.531499999999999,101.568,0.0,0.0
2023-01-03,3.79,5.66,34,2022,1.15,4.358499999999999,4.5280000000000005,-0.1695000000000011,101.73750000000001,0.0,0.0
2023-01-04,5.07,8.51,35,2022,1.15,5.8305,6.808,-0.9775,102.715,0.0,0.0
2023-01-05,2.81,0.88,36,2022,1.15,3.2314999999999996,0.7040000000000001,2.5274999999999994,100.1875,0.0,0.0
2023-01-06,3.17,10.85,37,2022,1.15,3.6454999999999997,8.68,-5.0344999999999995,105.22200000000001,0.0,0.0
2023-01-07,3.38,8.0,38,2022,1.15,3.8869999999999996,6.4,-2.513000000000001,107.73500000000001,0.0,0.0
2023-01-08,3.74,0.02,39,2022,1.15,4.301,0.016,4.285,103.45000000000002,0.0,0.0
2023-01-09,2.76,2.69,40,2022,1.15,3.1739999999999995,2.152,1.0219999999999994,102.42800000000003,0.0,0.0
2023-01-10,3.17,2.55,41,2022,1.15,3.6454999999999997,2.04,1.6054999999999997,100.82250000000003,0.0,0.0
2023-01-11,3.58,9.41,42,2022,1.15,4.117,7.5280000000000005,-3.4110000000000005,104.23350000000003,0.0,0.0
2023-01-12,3.94,0.27,43,2022,1.15,4.531,0.21600000000000003,4.3149999999999995,99.91850000000002,0.0,0.0
2023-01-13,3.53,0.0,44,2022,1.15,4.0595,0.0,4.0595,95.85900000000002,0.0,0.0
2023-01-14,2.87,0.5,45,2022,1.15,3.3005,0.4,2.9005,92.95850000000003,0.0,0.0
2023-01-15,3.89,1.63,46,2022,1.15,4.4735,1.304,3.1694999999999993,89.78900000000003,0.0,0.0
2023-01-16,3.48,1.77,47,2022,1.15,4.002,1.4160000000000001,2.5859999999999994,87.20300000000003,0.0,0.0
2023-01-17,3.94,4.39,48,2022,1.15,4.531,3.512,1.0189999999999997,86.18400000000003,0.0,0.0
2023-01-18,3.07,0.0,49,2022,1.15,3.5304999999999995,0.0,3.5304999999999995,82.65350000000002,0.0,0.0
2023-01-19,1.94,39.67,50,2022,1.15,2.231,31.736000000000004,-29.505000000000003,112.15850000000003,0.0,0.0
2023-01-20,4.61,5.53,51,2022,1.15,5.3015,4.424,0.8774999999999995,111.28100000000003,0.0,0.0
2023-01-21,4.56,2.31,52,2022,1.15,5.243999999999999,1.848,3.395999999999999,107.88500000000003,0.0,0.0
2023-01-22,4.25,0.05,53,2022,1.15,4.887499999999999,0.04000000000000001,4.847499999999999,103.03750000000004,0.0,0.0
2023-01-23,4.56,0.43,54,2022,1.15,5.243999999999999,0.34400000000000003,4.899999999999999,98.13750000000003,0.0,0.0
2023-01-24,5.17,0.0,55,2022,1.15,5.945499999999999,0.0,5.945499999999999,92.19200000000004,0.0,0.0
2023-01-25,4.2,0.0,56,2022,1.15,4.83,0.0,4.83,87.36200000000004,0.0,0.0
2023-01-26,3.94,0.06,57,2022,1.15,4.531,0.048,4.483,82.87900000000003,0.0,0.0
2023-01-27,4.25,0.0,58,2022,1.15,4.887499999999999,0.0,4.887499999999999,77.99150000000003,0.0,0.0
2023-01-28,3.07,0.0,59,2022,1.15,3.5304999999999995,0.0,3.5304999999999995,74.46100000000003,0.0,0.0
2023-01-29,4.15,0.21,60,2022,1.15,4.7725,0.168,4.6045,69.85650000000004,0.0,0.0
2023-01-30,5.07,0.55,61,2022,1.15,5.8305,0.44000000000000006,5.390499999999999,64.46600000000004,0.0,0.0
2023-01-31,4.91,0.0,62,2022,1.15,5.6465,0.0,5.6465,58.81950000000003,0.0,0.0
2023-02-01,3.02,1.45,63,2022,1.15,3.473,1.16,2.3129999999999997,56.50650000000003,0.0,0.0
2023-02-02,2.2,9.27,64,2022,1.15,2.53,7.416,-4.886000000000001,61.39250000000003,0.0,0.0
2023-02-03,4.09,7.04,65,2022,1.15,4.703499999999999,5.632000000000001,-0.9285000000000014,62.32100000000003,0.0,0.0
2023-02-04,4.4,0.0,66,2022,1.15,5.06,0.0,5.06,57.26100000000003,0.0,0.0
2023-02-05,3.17,0.33,67,2022,1.15,3.6454999999999997,0.264,3.3815,120.0,66.12049999999996,0.0
2023-02-06,3.53,7.75,68,2022,1.15,4.0595,6.2,-2.1405000000000003,120.0,0.0,2.140500000000003
2023-02-07,3.69,3.39,69,2022,1.15,4.2435,2.712,1.5314999999999999,118.4685,0.0,0.0
2023-02-08,5.12,1.18,70,2022,1.15,5.888,0.944,4.944,113.5245,0.0,0.0
2023-02-09,4.81,0.0,71,2022,0.8,3.848,0.0,3.848,109.6765,0.0,0.0
2023-02-10,5.43,0.0,72,2022,0.8,4.344,0.0,4.344,105.33250000000001,0.0,0.0
2023-02-11,3.69,0.0,73,2022,0.8,2.952,0.0,2.952,102.38050000000001,0.0,0.0
2023-02-12,5.02,3.78,74,2022,0.8,4.016,3.024,0.992,101.38850000000001,0.0,0.0
2023-02-13,5.43,0.0,75,2022,0.8,4.344,0.0,4.344,97.04450000000001,0.0,0.0
2023-02-14,4.04,0.0,76,2022,0.8,3.232,0.0,3.232,93.81250000000001,0.0,0.0
2023-02-15,3.99,0.23,77,2022,0.8,3.192,0.18400000000000002,3.008,90.80450000000002,0.0,0.0
2023-02-16,3.74,0.64,78,2022,0.8,2.9920000000000004,0.512,2.4800000000000004,88.32450000000001,0.0,0.0
2023-02-17,3.48,0.74,79,2022,0.8,2.7840000000000003,0.592,2.192,86.13250000000001,0.0,0.0
2023-02-18,2.61,14.15,80,2022,0.8,2.088,11.32,-9.232,95.36450000000002,0.0,0.0
2023-02-19,3.94,17.81,81,2022,0.8,3.152,14.248,-11.096,106.46050000000002,0.0,0.0
2023-02-20,3.58,0.06,82,2022,0.8,2.8640000000000003,0.048,2.8160000000000003,103.64450000000002,0.0,0.0
2023-02-21,3.58,0.82,83,2022,0.8,2.8640000000000003,0.656,2.208,101.43650000000002,0.0,0.0
2023-02-22,3.22,14.21,84,2022,0.8,2.5760000000000005,11.368000000000002,-8.792000000000002,110.22850000000003,0.0,0.0
2023-02-23,2.87,13.66,85,2022,0.8,2.2960000000000003,10.928,-8.632000000000001,118.86050000000002,0.0,0.0
2023-02-24,4.04,4.81,86,2022,0.5,2.02,3.848,-1.8279999999999998,120.0,0.0,0.688500000000019
2023-02-25,3.07,0.04,87,2022,0.5,1.535,0.032,1.503,118.497,0.0,0.0
2023-02-26,2.46,0.74,88,2022,0.5,1.23,0.592,0.638,117.859,0.0,0.0
2023-02-27,2.51,5.03,89,2022,0.5,1.255,4.024,-2.769,120.0,0.0,0.6280000000000001
