Data,ETo,pr,dia_ciclo,ano_safra,Kc,ETc,P_eff,deficit,SW,I,DP
2022-02-06,3.43,0.71,68,2021,1.15,3.9444999999999997,0.568,3.3764999999999996,94.0715,0.0,0.0
2022-02-07,4.09,4.42,69,2021,1.15,4.703499999999999,3.536,1.167499999999999,92.904,0.0,0.0
2022-02-08,4.04,3.23,70,2021,1.15,4.646,2.584,2.062,90.842,0.0,0.0
2022-02-09,3.17,18.2,71,2021,0.8,2.536,14.56,-12.024000000000001,102.866,0.0,0.0
2022-02-10,2.97,13.55,72,2021,0.8,2.3760000000000003,10.840000000000002,-8.464000000000002,111.33,0.0,0.0
2022-02-11,3.02,11.16,73,2021,0.8,2.4160000000000004,8.928,-6.5120000000000005,117.842,0.0,0.0
2022-02-12,3.22,12.41,74,2021,0.8,2.5760000000000005,9.928,-7.352,120.0,0.0,5.193999999999988
2022-02-13,3.28,22.19,75,2021,0.8,2.624,17.752000000000002,-15.128000000000002,120.0,0.0,15.128000000000014
2022-02-14,3.89,13.23,76,2021,0.8,3.112,10.584000000000001,-7.472000000000001,120.0,0.0,7.472000000000008
2022-02-15,4.15,9.19,77,2021,0.8,3.3200000000000003,7.352,-4.032,120.0,0.0,4.032000000000011
2022-02-16,2.66,1.02,78,2021,0.8,2.128,0.8160000000000001,1.312,118.688,0.0,0.0
2022-02-17,3.99,0.92,79,2021,0.8,3.192,0.7360000000000001,2.456,116.232,0.0,0.0
2022-02-18,4.61,0.0,80,2021,0.8,3.6880000000000006,0.0,3.6880000000000006,112.544,0.0,0.0
2022-02-19,3.07,6.59,81,2021,0.8,2.456,5.272,-2.8160000000000003,115.36,0.0,0.0
2022-02-20,3.48,18.13,82,2021,0.8,2.7840000000000003,14.504,-11.719999999999999,120.0,0.0,7.079999999999998
2022-02-21,4.66,6.74,83,2021,0.8,3.728,5.392,-1.6640000000000001,120.0,0.0,1.6640000000000015
2022-02-22,3.02,0.0,84,2021,0.8,2.4160000000000004,0.0,2.4160000000000004,117.584,0.0,0.0
2022-02-23,4.09,2.49,85,2021,0.8,3.2720000000000002,1.9920000000000002,1.28,116.304,0.0,0.0
2022-02-24,4.4,0.02,86,2021,0.5,2.2,0.016,2.184,114.12,0.0,0.0
2022-02-25,3.99,0.12,87,2021,0.5,1.995,0.096,1.899,112.221,0.0,0.0
2022-02-26,3.94,0.0,88,2021,0.5,1.97,0.0,1.97,110.251,0.0,0.0
2022-02-27,4.91,0.02,89,2021,0.5,2.455,0.016,2.439,107.81200000000001,0.0,0.0
2022-02-28,3.94,0.0,90,2021,0.5,1.97,0.0,1.97,105.84200000000001,0.0,0.0
