Data,ETo,pr,dia_ciclo,ano_safra,Kc,ETc,P_eff,deficit,SW,I,DP
2021-12-01,4.2,2.02,1,2021,0.4,1.6800000000000002,1.616,0.06400000000000006,119.93599999999999,0.0,0.0
2021-12-02,3.33,1.72,2,2021,0.4,1.332,1.3760000000000001,-0.04400000000000004,119.98,0.0,0.0
2021-12-03,3.17,1.36,3,2021,0.4,1.268,1.088,0.17999999999999994,119.8,0.0,0.0
2021-12-04,1.84,24.32,4,2021,0.4,0.7360000000000001,19.456000000000003,-18.720000000000002,120.0,0.0,18.52000000000001
2021-12-05,3.53,3.23,5,2021,0.4,1.412,2.584,-1.1720000000000002,120.0,0.0,1.171999999999997
2021-12-06,4.04,0.11,6,2021,0.4,1.616,0.08800000000000001,1.528,118.472,0.0,0.0
2021-12-07,3.53,5.97,7,2021,0.4,1.412,4.776,-3.364,120.0,0.0,1.8359999999999843
2021-12-08,2.3,22.39,8,2021,0.4,0.9199999999999999,17.912000000000003,-16.992000000000004,120.0,0.0,16.99200000000002
2021-12-09,3.28,17.83,9,2021,0.4,1.312,14.264,-12.952,120.0,0.0,12.951999999999998
2021-12-10,2.61,5.41,10,2021,0.4,1.044,4.328,-3.2840000000000003,120.0,0.0,3.284000000000006
2021-12-11,2.66,14.01,11,2021,0.4,1.064,11.208,-10.144,120.0,0.0,10.144000000000005
2021-12-12,3.53,4.61,12,2021,0.4,1.412,3.6880000000000006,-2.2760000000000007,120.0,0.0,2.2759999999999962
2021-12-13,4.2,8.77,13,2021,0.4,1.6800000000000002,7.016,-5.336,120.0,0.0,5.3359999999999985
2021-12-14,5.27,0.08,14,2021,0.4,2.108,0.064,2.044,117.95599999999999,0.0,0.0
2021-12-15,4.45,8.55,15,2021,0.4,1.7800000000000002,6.840000000000001,-5.0600000000000005,120.0,0.0,3.015999999999991
2021-12-16,3.84,0.0,16,2021,0.8,3.072,0.0,3.072,116.928,0.0,0.0
2021-12-17,3.43,0.0,17,2021,0.8,2.744,0.0,2.744,114.184,0.0,0.0
2021-12-18,3.53,25.17,18,2021,0.8,2.824,20.136000000000003,-17.312000000000005,120.0,0.0,11.495999999999981
2021-12-19,2.15,12.36,19,2021,0.8,1.72,9.888,-8.168,120.0,0.0,8.168000000000006
2021-12-20,2.61,28.63,20,2021,0.8,2.088,22.904,-20.816,120.0,0.0,20.816000000000003
2021-12-21,2.3,1.44,21,2021,0.8,1.8399999999999999,1.152,0.688,119.312,0.0,0.0
2021-12-22,3.28,10.92,22,2021,0.8,2.624,8.736,-6.112,120.0,0.0,5.424000000000007
2021-12-23,2.46,15.79,23,2021,0.8,1.968,12.632,-10.664,120.0,0.0,10.664000000000016
2021-12-24,3.07,11.44,24,2021,0.8,2.456,9.152,-6.696,120.0,0.0,6.695999999999984
2021-12-25,2.25,18.62,25,2021,0.8,1.8,14.896,-13.096,120.0,0.0,13.096000000000004
2021-12-26,2.2,12.13,26,2021,0.8,1.7600000000000002,9.704,-7.944000000000001,120.0,0.0,7.944000000000003
2021-12-27,2.35,14.5,27,2021,0.8,1.8800000000000001,11.600000000000001,-9.72,120.0,0.0,9.719999999999999
2021-12-28,2.2,32.27,28,2021,0.8,1.7600000000000002,25.816000000000003,-24.056,120.0,0.0,24.05600000000001
2021-12-29,2.51,27.49,29,2021,0.8,2.008,21.992,-19.984,120.0,0.0,19.98399999999998
2021-12-30,3.63,11.27,30,2021,0.8,2.904,9.016,-6.112,120.0,0.0,6.111999999999995
2021-12-31,2.05,39.35,31,2021,1.15,2.3574999999999995,31.480000000000004,-29.122500000000006,120.0,0.0,29.12250000000003
2022-01-01,4.25,22.58,32,2021,1.15,4.887499999999999,18.064,-13.1765,120.0,0.0,13.176500000000004
2022-01-02,4.3,12.65,33,2021,1.15,4.944999999999999,10.120000000000001,-5.175000000000002,120.0,0.0,5.175000000000011
2022-01-03,2.92,31.81,34,2021,1.15,3.3579999999999997,25.448,-22.09,120.0,0.0,22.090000000000003
2022-01-04,3.38,7.28,35,2021,1.15,3.8869999999999996,5.824000000000001,-1.9370000000000012,120.0,0.0,1.9369999999999976
2022-01-05,3.38,33.54,36,2021,1.15,3.8869999999999996,26.832,-22.945,120.0,0.0,22.944999999999993
2022-01-06,2.2,50.0,37,2021,1.15,2.53,40.0,-37.47,120.0,0.0,37.47
2022-01-07,3.53,7.99,38,2021,1.15,4.0595,6.392,-2.3325000000000005,120.0,0.0,2.332499999999996
2022-01-08,2.05,44.73,39,2021,1.15,2.3574999999999995,35.784,-33.4265,120.0,0.0,33.426500000000004
2022-01-09,3.22,16.44,40,2021,1.15,3.703,13.152000000000001,-9.449000000000002,120.0,0.0,9.448999999999984
2022-01-10,2.97,38.19,41,2021,1.15,3.4154999999999998,30.552,-27.136499999999998,120.0,0.0,27.136499999999984
2022-01-11,3.63,17.17,42,2021,1.15,4.174499999999999,13.736000000000002,-9.561500000000002,120.0,0.0,9.561499999999995
2022-01-12,2.61,30.38,43,2021,1.15,3.0014999999999996,24.304000000000002,-21.302500000000002,120.0,0.0,21.30250000000001
2022-01-13,3.38,13.53,44,2021,1.15,3.8869999999999996,10.824,-6.937,120.0,0.0,6.937000000000012
2022-01-14,4.5,2.11,45,2021,1.15,5.175,1.688,3.487,116.513,0.0,0.0
2022-01-15,4.2,3.52,46,2021,1.15,4.83,2.8160000000000003,2.014,114.49900000000001,0.0,0.0
2022-01-16,3.84,11.21,47,2021,1.15,4.4159999999999995,8.968000000000002,-4.552000000000002,119.05100000000002,0.0,0.0
2022-01-17,4.09,0.12,48,2021,1.15,4.703499999999999,0.096,4.607499999999999,114.44350000000001,0.0,0.0
2022-01-18,2.81,4.98,49,2021,1.15,3.2314999999999996,3.9840000000000004,-0.7525000000000008,115.19600000000001,0.0,0.0
2022-01-19,3.69,11.4,50,2021,1.15,4.2435,9.120000000000001,-4.876500000000001,120.0,0.0,0.07250000000001933
2022-01-20,4.96,0.0,51,2021,1.15,5.704,0.0,5.704,114.296,0.0,0.0
2022-01-21,4.81,1.76,52,2021,1.15,5.531499999999999,1.4080000000000001,4.123499999999999,110.17250000000001,0.0,0.0
2022-01-22,4.86,0.0,53,2021,1.15,5.5889999999999995,0.0,5.5889999999999995,104.58350000000002,0.0,0.0
2022-01-23,4.45,0.0,54,2021,1.15,5.1175,0.0,5.1175,99.46600000000001,0.0,0.0
2022-01-24,3.28,10.27,55,2021,1.15,3.7719999999999994,8.216,-4.444,103.91,0.0,0.0
2022-01-25,3.63,2.17,56,2021,1.15,4.174499999999999,1.736,2.4384999999999994,101.4715,0.0,0.0
2022-01-26,2.61,14.5,57,2021,1.15,3.0014999999999996,11.600000000000001,-8.598500000000001,110.07000000000002,0.0,0.0
2022-01-27,3.28,16.19,58,2021,1.15,3.7719999999999994,12.952000000000002,-9.180000000000003,119.25000000000001,0.0,0.0
2022-01-28,2.81,20.44,59,2021,1.15,3.2314999999999996,16.352,-13.1205,120.0,0.0,12.370499999999993
2022-01-29,4.04,4.08,60,2021,1.15,4.646,3.2640000000000002,1.3819999999999997,118.618,0.0,0.0
2022-01-30,4.09,1.51,61,2021,1.15,4.703499999999999,1.2080000000000002,3.495499999999999,115.12249999999999,0.0,0.0
2022-01-31,4.15,1.72,62,2021,1.15,4.7725,1.3760000000000001,3.3964999999999996,111.726,0.0,0.0
2022-02-01,4.2,2.55,63,2021,1.15,4.83,2.04,2.79,108.936,0.0,0.0
2022-02-02,3.74,3.85,64,2021,1.15,4.301,3.08,1.221,107.715,0.0,0.0
2022-02-03,4.35,1.94,65,2021,1.15,5.0024999999999995,1.552,3.4504999999999995,104.26450000000001,0.0,0.0
2022-02-04,4.09,3.54,66,2021,1.15,4.703499999999999,2.8320000000000003,1.8714999999999988,102.393,0.0,0.0
2022-02-05,4.3,0.0,67,2021,1.15,4.944999999999999,0.0,4.944999999999999,97.44800000000001,0.0,0.0
