dia_ciclo,Kc,ETc_media,SW_media,SW_q05,SW_q95,I_media,I_q05,I_q25,I_q50,I_q75,I_q95,I_std,Prob_irrig
38,1.15,4.265971000000003,102.44105399999995,74.02350000000004,120.0,0.40269900000000003,0.0,0.0,0.0,0.0,0.0,5.183201804763034,0.006
39,1.15,4.452087000000001,101.30049200000019,68.60700000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1.15,4.35139300000001,99.61504400000011,65.55250000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.15,4.143978999999997,101.02857500000006,64.84249999999999,120.0,1.3921700000000001,0.0,0.0,0.0,0.0,0.0,9.745189999999969,0.02
42,1.15,4.1676000000000055,103.45219900000001,81.85045000000002,120.0,0.831522,0.0,0.0,0.0,0.0,0.0,7.545040813045054,0.012
43,1.15,4.162678000000002,103.41303900000008,81.53200000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1.15,4.174868000000003,103.28010499999996,79.00950000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1.15,4.179675000000003,104.61420900000005,75.3305,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1.15,4.2378190000000036,105.16199100000009,72.53299999999999,120.0,1.3691999999999984,0.0,0.0,0.0,0.0,0.0,9.58440000000005,0.02
47,1.15,4.378348999999997,104.06240400000014,68.1745,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1.15,4.296399999999995,102.98296600000009,67.586,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1.15,4.237405000000002,102.00490700000002,72.44799999999998,120.0,0.6886300000000001,0.0,0.0,0.0,0.0,0.0,6.851781988147328,0.01
50,1.15,4.015225000000001,102.10446700000006,72.898,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1.15,4.12459,102.86092199999992,73.22900000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1.15,4.247824000000006,102.34842799999998,75.87049999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1.15,4.2910639999999995,101.42115999999993,72.64150000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1.15,4.172567999999993,102.36750300000001,69.60900000000005,120.0,1.5420900000000004,0.0,0.0,0.0,0.0,0.0,10.28176818362973,0.022
55,1.15,4.133997000000002,103.62668699999992,80.21100000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1.15,4.4035340000000085,102.81117100000004,77.01802499999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1.15,4.306934000000001,101.89230300000013,72.24669999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1.15,4.363399,100.70920099999998,69.04099999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1.15,4.279954999999998,101.21496799999983,66.36799999999998,120.0,0.9833319999999994,0.0,0.0,0.0,0.0,0.0,8.25229248110951,0.014
60,1.15,4.337892000000001,100.49793800000015,62.047499999999985,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1.15,4.267443000000003,100.785316,69.55249999999998,120.0,1.5305289999999991,0.0,0.0,0.0,0.0,0.0,10.204686092460559,0.022
62,1.15,4.102371999999998,100.28388699999996,66.01602499999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1.15,4.125555999999998,100.63212300000009,62.24662500000002,120.0,1.097984,0.0,0.0,0.0,0.0,0.0,8.610603065508524,0.016
64,1.15,4.220408000000006,100.3221249999999,59.9125,120.0,0.8334659999999998,0.0,0.0,0.0,0.0,0.0,7.562680225280153,0.012
65,1.15,4.350725999999998,103.76060299999973,66.42465000000001,120.0,4.1798980000000014,0.0,0.0,0.0,0.0,66.2055,16.26037038266953,0.062
66,1.15,4.185401999999992,104.94614199999994,73.30137500000005,120.0,1.541903,0.0,0.0,0.0,0.0,0.0,10.280521375304469,0.022
67,1.15,4.179652000000005,105.80908999999986,76.60000000000008,120.0,1.5974699999999997,0.0,0.0,0.0,0.0,0.0,10.187288203889194,0.024
68,1.15,4.313351000000003,104.34853099999991,75.60650000000008,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1.15,4.290903000000007,103.95951400000006,78.0175,120.0,0.5423999999999998,0.0,0.0,0.0,0.0,0.0,6.039910780797991,0.008
70,1.15,4.236231999999994,102.79251400000011,76.94150000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.8,2.992623999999999,102.81094400000012,76.42450000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.8,3.0344479999999936,103.02813199999996,73.70450000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.8,2.9416799999999994,103.74556600000004,71.161,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.8,2.942976000000001,105.09228000000007,75.04150000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.8,2.9646720000000006,104.69394999999994,75.75350000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.8,2.8040320000000025,104.88228000000004,74.72950000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.8,2.8430240000000024,106.58684699999993,71.25699999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.8,2.840976000000001,106.72693200000009,75.47299999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.8,2.9284960000000013,107.12960999999994,75.09400000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.8,2.9315360000000013,107.95929400000001,73.57850000000003,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.8,2.8710560000000003,109.40338899999989,82.85949999999998,120.0,1.4618229999999994,0.0,0.0,0.0,0.0,0.0,9.746594045417645,0.022
82,0.8,3.0001760000000024,109.55958299999983,84.16349999999998,120.0,0.27217799999999986,0.0,0.0,0.0,0.0,0.0,4.294896396575347,0.004
83,0.8,2.9533439999999973,109.75310099999987,81.17149999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.8,3.0792480000000007,109.54481700000015,78.34749999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.8,3.0116480000000054,109.16798500000009,74.65949999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.5,1.8641400000000006,109.46688100000003,72.14949999999997,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.5,1.9144800000000028,109.71309299999993,69.81949999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.5,1.810920000000003,109.76216299999989,68.61649999999997,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.5,1.8675100000000002,109.72229500000006,66.72149999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.5,1.8580200000000024,109.64849900000013,65.13649999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
