dia_ciclo,Kc,ETc_media,SW_media,SW_q05,SW_q95,I_media,I_q05,I_q25,I_q50,I_q75,I_q95,I_std,Prob_irrig
1,0.4,1.5808399999999971,119.18116799999976,117.828,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.4,1.6293439999999988,118.47114399999997,115.592,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.4,1.521239999999999,117.88111999999995,113.65599999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4,1.5359279999999988,117.51746400000013,111.93599999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.4,1.541647999999999,117.39589599999987,110.092,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.4,1.6057679999999963,116.82400800000005,109.37840000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.4,1.5948080000000018,116.796432,108.816,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.4,1.5896479999999993,116.42478400000016,107.62400000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.4,1.5364479999999991,116.16915999999986,106.564,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.4,1.461768000000001,116.43851199999996,109.56,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.4,1.5277679999999996,116.44119200000002,107.944,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.4,1.5209279999999998,116.6712480000001,107.344,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.4,1.5162000000000015,116.35846400000004,105.66399999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.4,1.5437360000000004,116.14515199999988,107.532,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.4,1.4925599999999994,116.36010400000013,106.776,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.8,2.9372800000000017,115.99234399999996,105.86400000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.8,2.912847999999998,115.19233600000003,101.96000000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.8,2.8968800000000017,114.34508,98.4,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.8,2.894239999999999,114.20667199999997,94.70400000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.8,2.802175999999996,113.56598400000001,90.24000000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.8,2.9794240000000034,112.55302399999998,90.94000000000003,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.8,2.883087999999995,111.69798400000008,88.23600000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.8,2.8705440000000033,111.7665439999999,85.192,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.8,2.7469280000000023,111.71519999999983,82.09200000000003,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.8,2.948031999999999,111.47328799999988,86.976,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.8,3.0619200000000015,110.727016,83.536,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.8,2.9761280000000014,110.25434400000003,83.12000000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.8,2.783952,110.55951199999976,80.49600000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.8,3.031456000000005,109.96219999999995,80.064,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.8,2.8904479999999984,109.2201039999999,77.19999999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1.15,4.240325999999997,107.43563599999999,72.13999999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1.15,4.2277910000000025,107.56524700000003,85.19099999999999,120.0,1.3408399999999998,0.0,0.0,0.0,0.0,0.0,9.385879999999975,0.02
33,1.15,4.343504000000006,107.16183299999996,82.84899999999999,120.0,1.1226479999999994,0.0,0.0,0.0,0.0,0.0,8.804022927735689,0.016
34,1.15,4.347529000000001,106.67545900000005,78.26249999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1.15,4.3672629999999995,104.59201699999976,74.57950000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1.15,4.223674000000001,103.22358999999989,76.925,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1.15,4.3580400000000035,102.6352090000001,73.43925,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1.15,4.203480000000003,103.0734039999999,72.422,120.0,1.0738639999999997,0.0,0.0,0.0,0.0,0.0,8.421449356583688,0.016
39,1.15,4.341019999999995,102.44304900000019,68.60700000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1.15,4.322114000000004,100.62168700000022,65.55250000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.15,4.253896000000002,102.03395200000013,70.7455,120.0,1.8098210000000003,0.0,0.0,0.0,0.0,0.0,11.077159971150435,0.026
42,1.15,4.260451000000006,103.82196400000001,82.28500000000001,120.0,1.524457,0.0,0.0,0.0,0.0,0.0,10.16420149272191,0.022
43,1.15,4.225928000000003,103.52008000000001,80.278,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1.15,4.238785000000006,103.0809599999999,79.00950000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1.15,4.163207000000006,104.53654899999988,75.3305,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1.15,4.237014000000003,104.35198200000009,72.425,120.0,0.821519999999999,0.0,0.0,0.0,0.0,0.0,7.454284948242776,0.012
47,1.15,4.401187999999995,103.07336000000015,68.04925,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1.15,4.374784000000003,102.223723,67.56315,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1.15,4.203388000000001,102.12491000000007,72.44799999999998,120.0,1.5149860000000006,0.0,0.0,0.0,0.0,0.0,10.101054318129595,0.022
50,1.15,3.990500000000001,103.04081800000002,72.898,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1.15,4.204676000000004,103.71993399999995,73.22900000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1.15,4.321332000000007,102.80292399999985,75.87049999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1.15,4.313052000000005,101.90076299999988,72.64150000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
