dia_ciclo,Kc,ETc_media,SW_media,SW_q05,SW_q95,I_media,I_q05,I_q25,I_q50,I_q75,I_q95,I_std,Prob_irrig
55,1.15,4.1874030000000015,104.11033199999989,80.21100000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1.15,4.377659000000003,103.32087900000003,77.06699999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1.15,4.369885000000005,101.98097200000016,72.31149999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1.15,4.294905,101.09949200000005,71.72699999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1.15,4.260336000000005,101.2889419999999,71.23450000000007,120.0,0.5619039999999997,0.0,0.0,0.0,0.0,0.0,6.25709813306326,0.008
60,1.15,4.351324,100.45117600000012,66.75000000000007,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1.15,4.3354310000000025,99.81139400000013,64.54250000000002,120.0,0.9739729999999995,0.0,0.0,0.0,0.0,0.0,8.173750131902183,0.014
62,1.15,4.178272000000002,98.98003799999988,63.42500000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1.15,4.151683999999998,99.535251,60.60549999999998,120.0,1.235232,0.0,0.0,0.0,0.0,0.0,9.12363757906768,0.018
64,1.15,4.212243000000011,99.16234299999994,60.090000000000025,120.0,0.41673299999999996,0.0,0.0,0.0,0.0,0.0,5.363835613459003,0.006
65,1.15,4.328829999999998,101.19214199999972,63.49200000000001,120.0,2.696223,0.0,0.0,0.0,0.0,0.0,13.209949375859518,0.04
66,1.15,4.210241999999992,101.48340499999999,67.09250000000003,120.0,0.700865,0.0,0.0,0.0,0.0,0.0,6.973518701077276,0.01
67,1.15,4.217257000000004,103.59267899999993,70.40950000000004,120.0,3.0555989999999995,0.0,0.0,0.0,0.0,0.0,13.91550487282795,0.046
68,1.15,4.3507029999999975,102.52560900000002,74.90100000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1.15,4.2732160000000015,103.3099880000002,77.32050000000005,120.0,1.3559999999999994,0.0,0.0,0.0,0.0,0.0,9.492000000000013,0.02
70,1.15,4.351691999999998,102.07326000000008,75.761,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.8,3.0023519999999997,101.86771799999994,75.40150000000003,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.8,3.0439039999999955,101.97575199999989,72.55550000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.8,2.955616000000002,102.44974500000014,70.91550000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.8,2.9553120000000033,104.46379100000017,71.03550000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.8,3.018623999999999,103.90593799999992,75.75350000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.8,2.8239680000000003,104.10891599999994,73.25950000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.8,2.8812800000000007,106.21007199999981,71.23622499999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.8,2.8660639999999984,106.12933200000002,75.084225,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.8,3.0026240000000035,106.62824199999991,74.52982500000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.8,3.0167679999999995,107.23138799999994,70.67,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.8,2.936624000000003,108.92486899999997,80.03549999999998,120.0,1.7276089999999995,0.0,0.0,0.0,0.0,0.0,10.573974586768196,0.026
82,0.8,3.0101440000000026,109.94290900000001,84.16349999999998,120.0,1.0887119999999995,0.0,0.0,0.0,0.0,0.0,8.537890246721124,0.016
83,0.8,2.9939200000000015,109.90638399999989,81.17149999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.8,3.0688640000000023,109.73614399999991,78.34749999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.8,3.0401280000000064,109.4780720000002,74.65949999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.5,1.8930300000000015,109.61875599999999,72.14949999999997,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.5,1.9286800000000013,109.70314699999993,69.81949999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.5,1.8166000000000047,109.76105899999996,68.61649999999997,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.5,1.8483099999999992,109.90107100000013,66.72149999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.5,1.9045800000000015,109.77880300000011,65.13649999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
