dia_ciclo,Kc,ETc_media,SW_media,SW_q05,SW_q95,I_media,I_q05,I_q25,I_q50,I_q75,I_q95,I_std,Prob_irrig
1,0.4,1.5975359999999976,119.10347199999985,117.828,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.4,1.6463679999999978,118.29653600000006,115.592,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.4,1.5620239999999994,117.58503199999997,113.65599999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4,1.567687999999998,117.05754400000022,111.93599999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.4,1.5588720000000018,116.89395199999983,110.08800000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.4,1.6216399999999984,116.43566400000005,108.004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.4,1.6050160000000007,116.28346399999998,108.444,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.4,1.5718320000000028,116.11346400000006,107.24000000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.4,1.566687999999998,115.75391999999978,105.85600000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.4,1.4869840000000005,115.80191199999987,104.13600000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.4,1.5486560000000025,115.67356799999999,106.036,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.4,1.5029680000000023,115.79928800000016,105.832,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.4,1.4832400000000008,115.49347200000008,104.696,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.4,1.4865040000000005,115.57879199999988,105.88,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.4,1.4758880000000014,115.96740800000012,106.684,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.8,2.8944800000000064,115.58495199999996,105.86400000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.8,2.931888,114.82494400000007,101.96000000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.8,2.912239999999997,113.94695200000011,98.4,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.8,2.940175999999996,113.53100799999993,95.1828,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.8,2.8300159999999988,112.7968799999998,97.97680000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.8,2.9409119999999986,112.16874399999995,94.31820000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.8,2.8305119999999993,111.74413599999995,90.76300000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.8,2.8464640000000028,111.95232799999991,88.57400000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.8,2.814336000000002,111.53809599999984,90.02260000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.8,2.922816000000004,111.51752799999993,88.94400000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.8,3.0822239999999996,110.90071199999997,86.19200000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.8,2.971584000000007,110.35592799999998,83.632,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.8,2.8088959999999963,110.86624799999983,81.384,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.8,3.0451200000000007,110.19280800000013,82.52400000000003,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.8,2.8664479999999957,109.21402399999992,79.29200000000003,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1.15,4.238761999999997,107.42641399999998,75.88350000000003,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1.15,4.200559000000001,106.49964900000003,84.54000000000003,120.0,0.40225199999999994,0.0,0.0,0.0,0.0,0.0,5.177448397859288,0.006
33,1.15,4.279219000000004,106.73650499999995,86.62700000000004,120.0,1.824302999999999,0.0,0.0,0.0,0.0,0.0,11.165798256761127,0.026
34,1.15,4.410663999999998,105.68761400000012,81.09550000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1.15,4.5097020000000025,103.37699399999978,75.35799999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1.15,4.225882,101.82188599999984,76.925,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1.15,4.358339000000002,101.260417,73.53999999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1.15,4.151178,101.6177159999999,74.02350000000004,120.0,0.805398,0.0,0.0,0.0,0.0,0.0,7.307997600478232,0.012
39,1.15,4.338719999999997,100.88205500000025,72.76895,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1.15,4.270962000000009,99.19105500000012,68.28659999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.15,4.1778580000000005,100.14831400000018,70.7455,120.0,1.252953,0.0,0.0,0.0,0.0,0.0,9.25452795556266,0.018
42,1.15,4.196005000000008,102.83418500000008,82.248,120.0,1.247283,0.0,0.0,0.0,0.0,0.0,9.212648353129016,0.018
43,1.15,4.183447000000002,102.96081600000007,80.278,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1.15,4.216958000000006,102.63692199999991,79.00950000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1.15,4.192026000000003,104.68332299999999,75.3305,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1.15,4.215233000000002,104.89353399999995,70.373,120.0,0.958439999999999,0.0,0.0,0.0,0.0,0.0,8.043394505207381,0.014
47,1.15,4.3349709999999995,103.77150300000018,65.6695,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1.15,4.214312999999999,103.26685900000011,67.129,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1.15,4.160331999999997,103.15796399999994,72.9215,120.0,1.2395340000000004,0.0,0.0,0.0,0.0,0.0,9.155412896469663,0.018
50,1.15,3.9526419999999987,103.84849400000003,73.459,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1.15,4.122703999999999,104.91360800000004,77.856,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1.15,4.248307000000004,104.14053799999988,77.41400000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1.15,4.233909,103.767225,72.64150000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1.15,4.104211999999996,103.55762599999998,69.60900000000005,120.0,0.7009500000000001,0.0,0.0,0.0,0.0,0.0,6.974364440398826,0.01
