dia_ciclo,Kc,ETc_media,SW_media,SW_q05,SW_q95,I_media,I_q05,I_q25,I_q50,I_q75,I_q95,I_std,Prob_irrig
53,1.15,4.322666000000001,104.02145799999988,72.64150000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1.15,4.149820999999997,104.04225900000003,69.60787500000005,120.0,1.1215200000000003,0.0,0.0,0.0,0.0,0.0,8.795176933387973,0.016
55,1.15,4.162425000000002,104.56335999999995,79.46732500000006,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1.15,4.496086000000002,103.988912,77.06699999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1.15,4.468164000000006,102.5652870000001,72.31149999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1.15,4.369264,101.15861400000011,71.72699999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1.15,4.332165000000002,101.59075099999986,66.36799999999998,120.0,0.8428559999999995,0.0,0.0,0.0,0.0,0.0,7.647882941786185,0.012
60,1.15,4.399578,100.70152400000009,62.047499999999985,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1.15,4.29157,99.9854680000001,69.55249999999998,120.0,0.8348339999999996,0.0,0.0,0.0,0.0,0.0,7.575093145001144,0.012
62,1.15,4.165368999999999,98.95253299999989,65.90250000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1.15,4.140943000000004,99.60047999999999,60.60549999999998,120.0,1.3724800000000001,0.0,0.0,0.0,0.0,0.0,9.607360000000046,0.02
64,1.15,4.304519000000008,99.58997199999999,56.436000000000014,120.0,0.6945549999999998,0.0,0.0,0.0,0.0,0.0,6.910734993795887,0.01
65,1.15,4.370828000000002,102.89407999999965,63.49200000000001,120.0,4.4660899999999994,0.0,0.0,0.0,0.0,67.27399999999999,16.80209398318843,0.066
66,1.15,4.107638999999996,103.58541100000002,70.18300000000002,120.0,1.121384,0.0,0.0,0.0,0.0,0.0,8.794110395062393,0.016
67,1.15,4.130454999999997,105.02918999999996,75.37100000000002,120.0,1.99941,0.0,0.0,0.0,0.0,0.0,11.369303918969665,0.03
68,1.15,4.202996999999999,103.77102499999998,75.60650000000008,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1.15,4.228527000000002,104.25874900000008,78.0175,120.0,0.9491999999999995,0.0,0.0,0.0,0.0,0.0,7.9658508246137565,0.014
70,1.15,4.292558999999999,103.31613800000007,76.94150000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.8,2.9069759999999993,103.07016100000003,76.42450000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.8,3.025551999999993,102.9919269999999,73.70450000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.8,2.9853439999999987,103.37015800000009,71.161,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.8,2.9011840000000024,104.91895200000012,73.38650000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.8,3.0083200000000003,104.46873599999995,70.1705,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.8,2.7690880000000044,104.41771299999999,73.057,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.8,2.913984000000002,105.87899199999994,70.84150000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.8,2.851807999999997,105.96921000000006,67.69750000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.8,2.9494239999999965,106.4195259999999,63.810500000000026,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.8,2.938783999999999,107.54906200000015,73.43307500000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.8,2.9096320000000016,109.31857799999995,82.85949999999998,120.0,1.5947159999999994,0.0,0.0,0.0,0.0,0.0,10.169571159756158,0.024
82,0.8,3.0168480000000026,110.28036199999984,84.66050000000004,120.0,1.0887119999999995,0.0,0.0,0.0,0.0,0.0,8.537890246721135,0.016
83,0.8,3.039791999999994,110.2945129999999,83.98400000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.8,3.081904000000002,109.81755700000011,80.21600000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.8,3.0918240000000052,109.11104900000008,76.52800000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.5,1.9067399999999997,109.34716999999998,74.27800000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.5,1.9001700000000037,109.38662000000004,71.59300000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.5,1.7992000000000028,109.49287399999992,71.113,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.5,1.8369799999999994,109.71615000000008,68.348,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.5,1.8882400000000032,109.9393460000002,66.591,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
