dia_ciclo,Kc,ETc_media,SW_media,SW_q05,SW_q95,I_media,I_q05,I_q25,I_q50,I_q75,I_q95,I_std,Prob_irrig
1,0.4,1.5824479999999983,119.11238399999978,117.804,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.4,1.6561999999999992,118.34779999999998,115.592,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.4,1.5636159999999992,117.69403199999994,113.6476,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.4,1.5812719999999973,117.1691680000001,111.91,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.4,1.531384,116.93991199999991,109.888,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.4,1.5904159999999983,116.46387200000008,108.95200000000003,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.4,1.5733040000000005,116.48039999999995,107.52400000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.4,1.5302560000000007,116.53418400000008,107.60480000000003,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.4,1.50616,116.40279999999977,106.5286,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.4,1.4855760000000005,116.499456,105.56400000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.4,1.5416160000000037,116.35493599999995,106.036,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.4,1.5168880000000002,116.567328,105.832,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.4,1.4828400000000022,116.24934399999992,104.696,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.4,1.4808640000000013,116.14783999999987,105.88,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.4,1.4291040000000002,116.59552000000009,106.7714,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.8,2.8504480000000076,116.40762399999993,104.47600000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.8,2.888384000000001,115.6513200000001,101.96000000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.8,2.8275360000000007,114.82842400000004,98.4,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.8,2.8921759999999983,114.38702399999994,94.70400000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.8,2.8668479999999987,113.40401599999984,90.24000000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.8,2.9892160000000048,112.40247999999985,90.94000000000003,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.8,2.9216639999999954,111.48773600000007,88.23600000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.8,2.8570080000000035,111.20720799999984,85.192,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.8,2.8034080000000006,111.12636799999986,82.09200000000003,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.8,2.9752960000000033,110.88033599999997,86.976,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.8,3.0763999999999996,110.25487999999996,83.536,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.8,2.9287360000000064,109.90916800000005,83.12000000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.8,2.7690399999999973,110.3003199999999,80.49600000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.8,2.9790720000000026,109.762992,80.064,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.8,2.8310880000000016,109.02737599999992,77.19999999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1.15,4.2100119999999945,107.15455500000006,72.13999999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1.15,4.177145000000004,107.35778200000007,84.54000000000003,120.0,1.609008,0.0,0.0,0.0,0.0,0.0,10.260711846257902,0.024
33,1.15,4.350795000000009,107.28955400000005,82.84899999999999,120.0,1.6839719999999991,0.0,0.0,0.0,0.0,0.0,10.738760434482934,0.024
34,1.15,4.474052000000001,105.90687400000003,78.26249999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1.15,4.438494000000005,103.74137499999978,75.35799999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1.15,4.3213550000000005,101.86927899999996,76.925,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1.15,4.417771,101.14924699999999,73.53999999999999,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1.15,4.2912940000000015,101.51560899999983,72.293175,120.0,1.4765629999999996,0.0,0.0,0.0,0.0,0.0,9.844871878116546,0.022
39,1.15,4.380303999999997,100.7765130000001,68.36302500000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1.15,4.308222000000009,99.23488200000014,65.21125000000006,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.15,4.192278999999999,99.8325710000001,64.69895,120.0,1.1137359999999998,0.0,0.0,0.0,0.0,0.0,8.734133298633827,0.016
42,1.15,4.235726000000002,103.14494599999998,82.248,120.0,2.3559789999999996,0.0,0.0,0.0,0.0,0.0,12.558001186019169,0.034
43,1.15,4.228687999999998,103.036296,76.16700000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1.15,4.184850000000006,103.24995799999988,78.9785,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1.15,4.077026000000001,105.654072,73.47800000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1.15,4.105822,106.15960500000008,72.425,120.0,1.0953599999999988,0.0,0.0,0.0,0.0,0.0,8.590025149579038,0.016
47,1.15,4.298860999999994,105.06078600000012,68.04925,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1.15,4.179398999999999,104.28113400000007,67.56315,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1.15,4.1592970000000005,104.43686600000005,73.61927499999997,120.0,1.5149860000000006,0.0,0.0,0.0,0.0,0.0,10.10105431812956,0.022
50,1.15,3.9931680000000047,104.30057099999996,73.459,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1.15,4.096989999999996,105.44180199999992,77.856,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1.15,4.275792000000009,104.68708299999993,77.41400000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
