Data,ETo,pr,dia_ciclo,ano_safra,Kc,ETc,P_eff,deficit,SW,I,DP
2024-01-30,4.09,1.39,61,2023,1.15,4.703499999999999,1.1119999999999999,3.591499999999999,102.18449999999999,0.0,0.0
2024-01-31,4.4,4.51,62,2023,1.15,5.06,3.608,1.4519999999999995,100.73249999999999,0.0,0.0
2024-02-01,2.97,0.0,63,2023,1.15,3.4154999999999998,0.0,3.4154999999999998,97.317,0.0,0.0
2024-02-02,3.53,2.64,64,2023,1.15,4.0595,2.112,1.9474999999999998,95.36949999999999,0.0,0.0
2024-02-03,2.56,21.54,65,2023,1.15,2.944,17.232,-14.288,109.65749999999998,0.0,0.0
2024-02-04,4.81,8.39,66,2023,1.15,5.531499999999999,6.712000000000001,-1.1805000000000012,110.838,0.0,0.0
2024-02-05,4.81,0.0,67,2023,1.15,5.531499999999999,0.0,5.531499999999999,105.3065,0.0,0.0
2024-02-06,4.5,0.0,68,2023,1.15,5.175,0.0,5.175,100.1315,0.0,0.0
2024-02-07,4.5,0.0,69,2023,1.15,5.175,0.0,5.175,94.9565,0.0,0.0
2024-02-08,3.22,2.29,70,2023,1.15,3.703,1.832,1.8709999999999998,93.0855,0.0,0.0
2024-02-09,2.2,4.85,71,2023,0.8,1.7600000000000002,3.88,-2.1199999999999997,95.20549999999999,0.0,0.0
2024-02-10,2.15,14.22,72,2023,0.8,1.72,11.376000000000001,-9.656,104.86149999999999,0.0,0.0
2024-02-11,3.48,20.35,73,2023,0.8,2.7840000000000003,16.28,-13.496,118.35749999999999,0.0,0.0
2024-02-12,4.09,3.08,74,2023,0.8,3.2720000000000002,2.4640000000000004,0.8079999999999998,117.54949999999998,0.0,0.0
2024-02-13,5.02,2.23,75,2023,0.8,4.016,1.784,2.232,115.31749999999998,0.0,0.0
2024-02-14,4.15,11.16,76,2023,0.8,3.3200000000000003,8.928,-5.6080000000000005,120.0,0.0,0.9254999999999711
2024-02-15,4.71,0.91,77,2023,0.8,3.7680000000000002,0.7280000000000001,3.04,116.96,0.0,0.0
2024-02-16,4.61,10.22,78,2023,0.8,3.6880000000000006,8.176,-4.4879999999999995,120.0,0.0,1.4479999999999933
2024-02-17,4.86,0.18,79,2023,0.8,3.8880000000000003,0.144,3.744,116.256,0.0,0.0
2024-02-18,2.87,0.91,80,2023,0.8,2.2960000000000003,0.7280000000000001,1.568,114.68799999999999,0.0,0.0
2024-02-19,2.1,2.11,81,2023,0.8,1.6800000000000002,1.688,-0.007999999999999785,114.69599999999998,0.0,0.0
2024-02-20,2.25,18.27,82,2023,0.8,1.8,14.616,-12.815999999999999,120.0,0.0,7.511999999999986
2024-02-21,2.2,26.69,83,2023,0.8,1.7600000000000002,21.352000000000004,-19.592000000000002,120.0,0.0,19.592000000000013
2024-02-22,1.84,20.78,84,2023,0.8,1.4720000000000002,16.624000000000002,-15.152000000000003,120.0,0.0,15.151999999999987
2024-02-23,3.48,31.48,85,2023,0.8,2.7840000000000003,25.184,-22.400000000000002,120.0,0.0,22.400000000000006
2024-02-24,4.35,0.36,86,2023,0.5,2.175,0.288,1.8869999999999998,118.113,0.0,0.0
2024-02-25,5.27,4.26,87,2023,0.5,2.635,3.408,-0.7730000000000001,118.886,0.0,0.0
2024-02-26,4.61,6.6,88,2023,0.5,2.305,5.28,-2.975,120.0,0.0,1.86099999999999
2024-02-27,3.89,0.58,89,2023,0.5,1.945,0.46399999999999997,1.481,118.519,0.0,0.0
2024-02-28,3.43,2.03,90,2023,0.5,1.715,1.6239999999999999,0.09100000000000019,118.428,0.0,0.0
