Data,ETo,pr,dia_ciclo,ano_safra,Kc,ETc,P_eff,deficit,SW,I,DP
2023-12-01,4.76,0.0,1,2023,0.4,1.904,0.0,1.904,118.096,0.0,0.0
2023-12-02,4.09,0.0,2,2023,0.4,1.6360000000000001,0.0,1.6360000000000001,116.46000000000001,0.0,0.0
2023-12-03,3.07,5.01,3,2023,0.4,1.228,4.008,-2.7800000000000002,119.24000000000001,0.0,0.0
2023-12-04,2.25,2.93,4,2023,0.4,0.9,2.3440000000000003,-1.4440000000000004,120.0,0.0,0.6839999999999975
2023-12-05,3.63,4.88,5,2023,0.4,1.452,3.904,-2.452,120.0,0.0,2.451999999999998
2023-12-06,4.04,0.0,6,2023,0.4,1.616,0.0,1.616,118.384,0.0,0.0
2023-12-07,4.76,0.0,7,2023,0.4,1.904,0.0,1.904,116.48,0.0,0.0
2023-12-08,4.35,0.0,8,2023,0.4,1.74,0.0,1.74,114.74000000000001,0.0,0.0
2023-12-09,3.07,2.6,9,2023,0.4,1.228,2.08,-0.8520000000000001,115.59200000000001,0.0,0.0
2023-12-10,2.41,37.51,10,2023,0.4,0.9640000000000001,30.008,-29.044,120.0,0.0,24.636000000000024
2023-12-11,2.66,14.96,11,2023,0.4,1.064,11.968000000000002,-10.904000000000002,120.0,0.0,10.903999999999996
2023-12-12,3.58,6.35,12,2023,0.4,1.4320000000000002,5.08,-3.6479999999999997,120.0,0.0,3.647999999999996
2023-12-13,4.3,0.33,13,2023,0.4,1.72,0.264,1.456,118.544,0.0,0.0
2023-12-14,3.12,5.16,14,2023,0.4,1.2480000000000002,4.128,-2.88,120.0,0.0,1.4239999999999924
2023-12-15,4.4,0.69,15,2023,0.4,1.7600000000000002,0.5519999999999999,1.2080000000000002,118.792,0.0,0.0
2023-12-16,4.5,3.7,16,2023,0.8,3.6,2.9600000000000004,0.6399999999999997,118.152,0.0,0.0
2023-12-17,3.84,2.62,17,2023,0.8,3.072,2.096,0.976,117.176,0.0,0.0
2023-12-18,3.84,7.04,18,2023,0.8,3.072,5.632000000000001,-2.5600000000000005,119.736,0.0,0.0
2023-12-19,3.74,1.06,19,2023,0.8,2.9920000000000004,0.8480000000000001,2.144,117.592,0.0,0.0
2023-12-20,3.22,10.25,20,2023,0.8,2.5760000000000005,8.200000000000001,-5.6240000000000006,120.0,0.0,3.216000000000008
2023-12-21,3.74,7.0,21,2023,0.8,2.9920000000000004,5.6000000000000005,-2.608,120.0,0.0,2.60799999999999
2023-12-22,3.28,4.85,22,2023,0.8,2.624,3.88,-1.2559999999999998,120.0,0.0,1.2560000000000002
2023-12-23,4.45,0.0,23,2023,0.8,3.5600000000000005,0.0,3.5600000000000005,116.44,0.0,0.0
2023-12-24,4.91,0.0,24,2023,0.8,3.9280000000000004,0.0,3.9280000000000004,112.512,0.0,0.0
2023-12-25,4.56,0.0,25,2023,0.8,3.6479999999999997,0.0,3.6479999999999997,108.864,0.0,0.0
2023-12-26,4.61,0.0,26,2023,0.8,3.6880000000000006,0.0,3.6880000000000006,105.176,0.0,0.0
2023-12-27,4.15,0.0,27,2023,0.8,3.3200000000000003,0.0,3.3200000000000003,101.856,0.0,0.0
2023-12-28,2.66,10.29,28,2023,0.8,2.128,8.232,-6.103999999999999,107.96,0.0,0.0
2023-12-29,3.89,3.85,29,2023,0.8,3.112,3.08,0.03200000000000003,107.928,0.0,0.0
2023-12-30,4.15,0.04,30,2023,0.8,3.3200000000000003,0.032,3.2880000000000003,104.63999999999999,0.0,0.0
2023-12-31,2.15,0.0,31,2023,1.15,2.4724999999999997,0.0,2.4724999999999997,102.16749999999999,0.0,0.0
2024-01-01,3.48,14.8,32,2023,1.15,4.002,11.840000000000002,-7.838000000000002,110.0055,0.0,0.0
2024-01-02,2.15,3.85,33,2023,1.15,2.4724999999999997,3.08,-0.6075000000000004,110.613,0.0,0.0
2024-01-03,4.09,10.76,34,2023,1.15,4.703499999999999,8.608,-3.9045000000000014,114.5175,0.0,0.0
2024-01-04,3.99,4.59,35,2023,1.15,4.5885,3.672,0.9164999999999996,113.601,0.0,0.0
2024-01-05,4.5,4.27,36,2023,1.15,5.175,3.416,1.759,111.842,0.0,0.0
2024-01-06,4.45,0.04,37,2023,1.15,5.1175,0.032,5.0855,106.75649999999999,0.0,0.0
2024-01-07,3.53,0.75,38,2023,1.15,4.0595,0.6000000000000001,3.4595,103.29699999999998,0.0,0.0
2024-01-08,3.43,0.04,39,2023,1.15,3.9444999999999997,0.032,3.9124999999999996,99.38449999999997,0.0,0.0
2024-01-09,4.71,0.12,40,2023,1.15,5.416499999999999,0.096,5.320499999999999,94.06399999999998,0.0,0.0
2024-01-10,3.99,2.6,41,2023,1.15,4.5885,2.08,2.5084999999999997,91.55549999999998,0.0,0.0
2024-01-11,2.35,11.7,42,2023,1.15,2.7024999999999997,9.36,-6.6575,98.21299999999998,0.0,0.0
2024-01-12,3.38,6.21,43,2023,1.15,3.8869999999999996,4.968,-1.0810000000000004,99.29399999999998,0.0,0.0
2024-01-13,4.35,1.15,44,2023,1.15,5.0024999999999995,0.9199999999999999,4.0825,95.21149999999999,0.0,0.0
2024-01-14,4.56,0.04,45,2023,1.15,5.243999999999999,0.032,5.211999999999999,89.99949999999998,0.0,0.0
2024-01-15,4.15,2.09,46,2023,1.15,4.7725,1.672,3.1005000000000003,86.89899999999999,0.0,0.0
2024-01-16,4.3,1.13,47,2023,1.15,4.944999999999999,0.9039999999999999,4.0409999999999995,82.85799999999999,0.0,0.0
2024-01-17,3.02,0.57,48,2023,1.15,3.473,0.45599999999999996,3.017,79.841,0.0,0.0
2024-01-18,4.71,0.79,49,2023,1.15,5.416499999999999,0.6320000000000001,4.7844999999999995,75.0565,0.0,0.0
2024-01-19,4.15,0.04,50,2023,1.15,4.7725,0.032,4.7405,70.316,0.0,0.0
2024-01-20,4.71,0.0,51,2023,1.15,5.416499999999999,0.0,5.416499999999999,64.8995,0.0,0.0
2024-01-21,3.63,0.86,52,2023,1.15,4.174499999999999,0.6880000000000001,3.486499999999999,61.413000000000004,0.0,0.0
2024-01-22,3.53,5.27,53,2023,1.15,4.0595,4.216,-0.1565000000000003,61.569500000000005,0.0,0.0
2024-01-23,3.53,0.6,54,2023,1.15,4.0595,0.48,3.5795,57.99,0.0,0.0
2024-01-24,2.87,16.94,55,2023,1.15,3.3005,13.552000000000001,-10.251500000000002,68.2415,0.0,0.0
2024-01-25,2.66,12.05,56,2023,1.15,3.0589999999999997,9.64,-6.581000000000001,74.8225,0.0,0.0
2024-01-26,2.56,4.63,57,2023,1.15,2.944,3.704,-0.7600000000000002,75.5825,0.0,0.0
2024-01-27,2.0,10.65,58,2023,1.15,2.3,8.520000000000001,-6.2200000000000015,81.8025,0.0,0.0
2024-01-28,2.87,27.18,59,2023,1.15,3.3005,21.744,-18.4435,100.246,0.0,0.0
2024-01-29,4.04,12.72,60,2023,1.15,4.646,10.176000000000002,-5.530000000000002,105.776,0.0,0.0
