dia_ciclo,SW_obs,I_obs,ETc_obs
1,44.998000000000005,0.0,1.7600000000000002
2,46.59,0.0,1.312
3,46.59,0.0,1.332
4,44.790000000000006,0.0,1.8
5,42.82600000000001,0.0,1.9640000000000002
6,41.31000000000001,0.0,1.556
7,39.77400000000001,0.0,2.192
8,38.114000000000004,0.0,1.6600000000000001
9,46.59,0.0,1.044
10,45.010000000000005,0.0,1.6600000000000001
11,43.446000000000005,0.0,2.172
12,41.85000000000001,0.0,1.596
13,40.17000000000001,0.0,1.72
14,46.59,0.0,1.2080000000000002
15,46.59,0.0,1.1039999999999999
16,46.59,0.0,2.624
17,46.59,0.0,2.9920000000000004
18,45.382000000000005,0.0,3.232
19,46.59,0.0,2.9920000000000004
20,44.37400000000001,0.0,3.032
21,46.54200000000001,0.0,2.2079999999999997
22,46.59,0.0,2.824
23,46.59,0.0,2.952
24,45.854,0.0,2.456
25,46.59,0.0,1.968
26,46.59,0.0,2.2079999999999997
27,44.246,0.0,3.808
28,40.358000000000004,0.0,3.8880000000000003
29,36.39,0.0,3.968
30,33.358,0.0,3.7680000000000002
31,27.711499999999997,0.0,5.6465
32,23.114999999999995,0.0,6.060499999999999
33,46.59,28.62700000000001,5.888
34,44.3845,0.0,5.1175
35,46.59,0.0,4.5885
36,46.59,0.0,3.0589999999999997
37,46.59,0.0,4.002
38,45.7695,0.0,4.7725
39,41.9275,0.0,5.473999999999999
40,42.986000000000004,0.0,5.1175
41,37.388000000000005,0.0,6.117999999999999
42,32.598000000000006,0.0,4.83
43,28.046000000000006,0.0,5.704
44,24.623000000000005,0.0,5.175
45,22.809000000000005,0.0,4.646
46,46.59,29.633499999999998,6.060499999999999
47,40.288000000000004,0.0,6.302
48,34.3425,0.0,5.945499999999999
49,29.1385,0.0,5.243999999999999
50,25.3745,0.0,5.243999999999999
51,46.59,25.861500000000003,4.646
52,42.508500000000005,0.0,4.4735
53,46.59,0.0,3.0589999999999997
54,44.535000000000004,0.0,5.175
55,39.86450000000001,0.0,5.6465
56,37.797000000000004,0.0,5.531499999999999
57,46.59,0.0,3.5879999999999996
58,41.90200000000001,0.0,5.888
59,37.054500000000004,0.0,4.887499999999999
60,38.1435,0.0,5.359
61,32.682500000000005,0.0,5.5889999999999995
62,26.652500000000007,0.0,6.117999999999999
63,20.97450000000001,0.0,6.117999999999999
64,46.59,30.781999999999993,5.6465
65,46.59,0.0,5.06
66,41.658,0.0,5.06
67,36.0115,0.0,5.6465
68,30.180999999999997,0.0,5.8305
69,23.591499999999996,0.0,6.5895
70,46.59,28.771500000000007,5.772999999999999
71,42.206,0.0,4.424
72,37.822,0.0,4.384
73,33.478,0.0,4.344
74,28.934,0.0,4.544
75,24.35,0.0,4.5840000000000005
76,46.59,26.624000000000002,4.384
77,42.334,0.0,4.256
78,39.222,0.0,3.112
79,35.862,0.0,3.3600000000000003
80,32.462,0.0,3.4000000000000004
81,29.542000000000005,0.0,4.136
82,25.694000000000006,0.0,3.848
83,21.478000000000005,0.0,4.216
84,46.59,29.328,4.216
85,42.534000000000006,0.0,4.056
86,40.02400000000001,0.0,2.51
87,38.10200000000001,0.0,2.61
88,36.18700000000001,0.0,2.635
89,34.92400000000001,0.0,2.535
90,32.644000000000005,0.0,2.28
