dia_ciclo,Kc,ETc_media,SW_media,SW_q05,SW_q50,SW_q95,I_media,I_q05,I_q50,I_q95,Prob_irrig
1,0.4,1.564095999999997,49.404839999999865,48.038000000000004,49.862,50.21,0.0,0.0,0.0,0.0,0.0
2,0.4,1.6237279999999996,48.69377599999969,45.86600000000001,49.106,50.21,0.0,0.0,0.0,0.0,0.0
3,0.4,1.5362719999999994,48.09148799999982,43.86600000000001,48.79,50.21,0.0,0.0,0.0,0.0,0.0
4,0.4,1.553239999999999,47.656071999999824,42.186,48.762,50.21,0.0,0.0,0.0,0.0,0.0
5,0.4,1.5443680000000006,47.572663999999726,40.30200000000001,49.66999999999999,50.21,0.0,0.0,0.0,0.0,0.0
6,0.4,1.6341919999999979,46.99249599999983,39.40600000000001,48.53,50.21,0.0,0.0,0.0,0.0,0.0
7,0.4,1.6242719999999995,46.733783999999766,37.733999999999995,48.286,50.21,0.0,0.0,0.0,0.0,0.0
8,0.4,1.5678080000000014,46.51246399999987,37.83399999999999,47.514,50.21,0.0,0.0,0.0,0.0,0.0
9,0.4,1.531687999999999,46.44890399999975,36.774,48.410000000000004,50.21,0.0,0.0,0.0,0.0,0.0
10,0.4,1.4798399999999994,46.58130399999985,37.126000000000005,48.714,50.21,0.0,0.0,0.0,0.0,0.0
11,0.4,1.5264560000000023,46.44400799999978,38.153999999999996,48.566,50.21,0.0,0.0,0.0,0.0,0.0
12,0.4,1.4945200000000023,46.73867199999975,37.554,48.614000000000004,50.21,0.0,0.0,0.0,0.0,0.0
13,0.4,1.473040000000002,46.475375999999805,35.874,48.762,50.21,0.0,0.0,0.0,0.0,0.0
14,0.4,1.5159199999999997,46.27209599999981,37.742,47.91400000000001,50.21,0.0,0.0,0.0,0.0,0.0
15,0.4,1.4852319999999997,46.70035199999981,36.98600000000001,49.002,50.21,0.0,0.0,0.0,0.0,0.0
16,0.8,2.8790720000000016,46.15099199999985,36.074,47.89,50.21,0.0,0.0,0.0,0.0,0.0
17,0.8,2.906880000000003,45.359639999999835,32.385999999999996,46.89,50.21,0.0,0.0,0.0,0.0,0.0
18,0.8,2.8535999999999984,44.91363199999981,33.26999999999999,47.15,50.21,0.40930400000000017,0.0,0.0,0.0,0.014
19,0.8,2.893727999999999,44.6982319999998,30.74199999999999,47.705999999999996,50.21,0.0,0.0,0.0,0.0,0.0
20,0.8,2.842815999999995,45.22890399999983,31.165999999999983,47.438,50.21,1.0924159999999998,0.0,0.0,0.0,0.036
21,0.8,2.893664,44.52769599999979,27.989999999999995,46.034,50.21,0.0,0.0,0.0,0.0,0.0
22,0.8,2.8685439999999987,44.21318399999984,30.773999999999997,46.45,50.21,0.46566400000000013,0.0,0.0,0.0,0.016
23,0.8,2.8355040000000034,44.809055999999835,34.42999999999999,47.72200000000001,50.21,0.5930400000000005,0.0,0.0,0.0,0.02
24,0.8,2.797167999999997,44.820983999999775,32.50999999999999,47.49,50.21,0.35404800000000003,0.0,0.0,0.0,0.012
25,0.8,2.9478400000000002,43.938103999999825,31.066000000000006,46.194,50.21,0.0,0.0,0.0,0.0,0.0
26,0.8,3.0434399999999995,43.65683199999987,30.64200000000002,44.57,50.21,0.423528,0.0,0.0,0.0,0.014
27,0.8,2.953520000000005,43.56886399999981,30.13800000000001,46.178,50.21,0.48825600000000025,0.0,0.0,0.0,0.016
28,0.8,2.760559999999997,43.86433599999984,28.882000000000005,46.85,50.21,0.0,0.0,0.0,0.0,0.0
29,0.8,3.0070400000000013,43.38791999999979,29.018000000000004,47.04199999999997,50.21,0.23001599999999997,0.0,0.0,0.0,0.008
30,0.8,2.867951999999998,43.514975999999805,30.466,46.56999999999997,50.21,0.8623360000000003,0.0,0.0,0.0,0.03
31,1.15,4.224893000000002,42.91615499999984,28.382724999999997,44.733000000000004,50.21,1.3056009999999993,0.0,0.0,0.0,0.046
32,1.15,4.182136000000001,42.60224199999978,25.417500000000015,44.7235,50.21,0.8978079999999995,0.0,0.0,0.0,0.032
33,1.15,4.213393000000002,43.15840899999981,29.341500000000014,46.5645,50.21,2.1728009999999993,0.0,0.0,29.380999999999986,0.072
34,1.15,4.291063999999999,42.59626699999985,27.579999999999988,45.15,50.21,0.336144,0.0,0.0,0.0,0.012
35,1.15,4.322275000000003,41.13810499999984,23.809000000000005,42.87500000000001,50.21,0.4740080000000002,0.0,0.0,0.0,0.016
