dia_ciclo,SW_obs,I_obs,ETc_obs
1,120.0,0.0,1.904
2,118.72,0.0,1.4320000000000002
3,117.38799999999999,0.0,1.412
4,120.0,0.0,0.572
5,120.0,0.0,1.7000000000000002
6,118.076,0.0,1.924
7,117.184,0.0,1.556
8,120.0,0.0,1.004
9,120.0,0.0,1.556
10,118.96,0.0,1.1039999999999999
11,120.0,0.0,1.1039999999999999
12,120.0,0.0,1.8239999999999998
13,117.992,0.0,2.008
14,115.82000000000001,0.0,2.172
15,114.968,0.0,1.8840000000000001
16,113.0295,0.0,2.0745
17,111.1425,0.0,2.175
18,113.4215,0.0,2.0570000000000004
19,120.0,0.0,1.476
20,120.0,0.0,1.4625
21,119.362,0.0,1.3579999999999999
22,120.0,0.0,2.7225
23,117.91199999999999,0.0,2.1679999999999997
24,120.0,0.0,2.7879999999999994
25,120.0,0.0,1.98
26,120.0,0.0,2.3369999999999997
27,120.0,0.0,2.46
28,120.0,0.0,2.9504999999999995
29,119.69,0.0,3.5420000000000007
30,120.0,0.0,4.83
31,120.0,0.0,2.8289999999999997
32,118.61500000000001,0.0,4.944999999999999
33,114.14150000000001,0.0,4.4735
34,120.0,0.0,3.0589999999999997
35,117.06349999999999,0.0,3.9444999999999997
36,120.0,0.0,4.117
37,120.0,0.0,2.7024999999999997
38,117.083,0.0,4.301
39,120.0,0.0,2.4724999999999997
40,120.0,0.0,4.358499999999999
41,116.4415,0.0,4.174499999999999
42,120.0,0.0,5.0024999999999995
43,117.274,0.0,3.3579999999999997
44,120.0,0.0,4.0595
45,116.5595,0.0,5.416499999999999
46,111.44200000000001,0.0,5.1175
47,108.1545,0.0,4.887499999999999
48,104.76499999999999,0.0,5.1175
49,101.23849999999999,0.0,4.358499999999999
50,101.8885,0.0,4.83
51,96.06449999999998,0.0,5.888
52,90.64799999999998,0.0,5.416499999999999
53,85.05899999999998,0.0,5.5889999999999995
54,92.23749999999998,0.0,5.3015
55,96.46249999999998,0.0,3.703
56,95.82399999999998,0.0,4.358499999999999
57,92.35099999999998,0.0,3.473
58,88.10749999999999,0.0,4.2435
59,94.30149999999998,0.0,3.1739999999999995
60,107.25499999999998,0.0,4.174499999999999
61,102.76749999999997,0.0,4.703499999999999
62,97.72699999999998,0.0,5.416499999999999
63,92.10449999999997,0.0,5.6465
64,87.40149999999997,0.0,5.175
65,82.36399999999998,0.0,5.1175
66,77.86399999999998,0.0,5.243999999999999
67,72.44749999999998,0.0,5.416499999999999
68,68.52549999999998,0.0,4.002
69,64.12249999999997,0.0,4.531
70,65.38399999999997,0.0,5.0024999999999995
71,83.92542499999998,0.0,4.570575
72,81.08212499999998,0.0,3.6672999999999996
73,78.79322499999998,0.0,2.9048999999999996
74,85.05582499999997,0.0,3.2334
75,82.59432499999997,0.0,2.7255
76,83.55067499999997,0.0,3.27565
77,83.62817499999997,0.0,3.8745000000000003
78,92.01347499999997,0.0,3.2306999999999997
79,120.0,0.0,3.6443749999999997
80,116.89599999999999,0.0,3.1679999999999997
81,120.0,0.0,2.718275
82,120.0,0.0,2.6068000000000002
83,118.835975,0.0,3.5720250000000004
84,115.993425,0.0,2.84255
85,114.60679999999999,0.0,3.186625
86,111.774,0.0,2.8728
87,109.019525,0.0,2.7544750000000002
88,106.630025,0.0,2.4294999999999995
89,103.90100000000001,0.0,2.7530249999999996
90,101.70100000000001,0.0,2.2
