dia_ciclo,Kc,ETc_media,SW_media,SW_q05,SW_q50,SW_q95,I_media,I_q05,I_q50,I_q95,Prob_irrig
1,0.4,1.5846480000000023,52.23155199999989,50.56999999999999,52.87,52.87,0.0,0.0,0.0,0.0,0.0
2,0.4,1.6877199999999999,51.39859199999988,48.242,51.838,52.87,0.0,0.0,0.0,0.0,0.0
3,0.4,1.6987040000000018,50.76401599999984,46.233999999999995,51.946,52.87,0.0,0.0,0.0,0.0,0.0
4,0.4,1.6074640000000027,50.20008799999995,44.02199999999999,52.26599999999999,52.87,0.0,0.0,0.0,0.0,0.0
5,0.4,1.6561599999999996,49.696271999999915,43.309999999999995,51.994,52.87,0.0,0.0,0.0,0.0,0.0
6,0.4,1.6497840000000015,49.29894399999999,41.449999999999996,51.558,52.87,0.0,0.0,0.0,0.0,0.0
7,0.4,1.6959760000000021,49.180191999999984,39.422,52.285999999999994,52.87,0.0,0.0,0.0,0.0,0.0
8,0.4,1.6160159999999995,48.73315999999985,37.51,51.653999999999996,52.87,0.0,0.0,0.0,0.0,0.0
9,0.4,1.6091760000000026,48.37508000000001,37.0948,51.209999999999994,52.87,0.0,0.0,0.0,0.0,0.0
10,0.4,1.6317199999999994,48.264591999999936,35.262,51.274,52.87,0.0,0.0,0.0,0.0,0.0
11,0.4,1.5864640000000032,47.91130400000004,33.358000000000004,51.129999999999995,52.87,0.0,0.0,0.0,0.0,0.0
12,0.4,1.5898240000000003,48.40599199999999,33.97239999999999,51.03,52.87,0.0,0.0,0.0,0.0,0.0
13,0.4,1.592544,48.23032799999998,36.36200000000002,51.394,52.87,0.0,0.0,0.0,0.0,0.0
14,0.4,1.5946319999999967,48.52072799999994,34.07240000000002,51.266,52.87,0.0,0.0,0.0,0.0,0.0
15,0.4,1.5688320000000027,48.49226399999997,32.225600000000014,52.858000000000004,52.87,0.0,0.0,0.0,0.0,0.0
16,0.8,3.163424000000001,48.35921599999993,35.06999999999998,50.964,52.87,0.7392880000000005,0.0,0.0,0.0,0.022
17,0.8,3.042848000000002,48.40930399999995,37.34200000000001,50.45,52.87,0.4174239999999999,0.0,0.0,0.0,0.014
18,0.8,3.139407999999997,47.215008000000026,35.163800000000016,48.742,52.87,0.0,0.0,0.0,0.0,0.0
19,0.8,3.244144000000002,45.94740799999999,31.458000000000013,46.894000000000005,52.87,0.0,0.0,0.0,0.0,0.0
20,0.8,3.3659680000000005,44.548720000000024,28.529999999999976,46.054000000000016,52.87,0.0,0.0,0.0,0.0,0.0
21,0.8,3.314831999999998,43.91735200000005,27.70999999999998,44.238,52.87,1.4120400000000004,0.0,0.0,0.0,0.046
22,0.8,3.201568000000003,43.57451200000001,28.18199999999999,45.82599999999997,52.87,1.114768,0.0,0.0,0.0,0.036
23,0.8,3.2712160000000043,42.698032000000005,25.693999999999996,43.942,52.87,0.38889599999999985,0.0,0.0,0.0,0.012
24,0.8,3.3118720000000086,44.065647999999975,25.914799999999996,46.32599999999999,52.87,2.2472320000000003,0.0,0.0,30.000000000000004,0.072
25,0.8,3.3505760000000007,44.145952000000044,27.918000000000006,47.385999999999996,52.87,1.0853920000000004,0.0,0.0,0.0,0.034
26,0.8,3.307776000000003,43.894960000000005,25.381999999999994,46.36599999999999,52.87,0.408016,0.0,0.0,0.0,0.014
27,0.8,3.1380160000000057,44.22636799999997,28.05799999999996,48.254,52.87,0.44374399999999997,0.0,0.0,0.0,0.014
28,0.8,3.182207999999998,44.40686399999996,26.587999999999997,49.998,52.87,0.41725600000000046,0.0,0.0,0.0,0.014
29,0.8,3.2627040000000056,45.95638399999989,26.97760000000001,51.198,52.87,2.0231680000000005,0.0,0.0,29.20119999999994,0.064
