dia_ciclo,Kc,ETc_media,SW_media,SW_q05,SW_q50,SW_q95,I_media,I_q05,I_q50,I_q95,Prob_irrig
1,0.4,1.6604559999999953,45.666464000000104,44.07,46.59,46.59,0.0,0.0,0.0,0.0,0.0
2,0.4,1.7329520000000023,44.811400000000035,41.738,46.254000000000005,46.59,0.0,0.0,0.0,0.0,0.0
3,0.4,1.7786480000000018,43.89841600000005,39.321999999999996,44.954,46.59,0.0,0.0,0.0,0.0,0.0
4,0.4,1.7079920000000008,43.54762400000005,37.05,45.918000000000006,46.59,0.0,0.0,0.0,0.0,0.0
5,0.4,1.7319920000000009,42.76110400000008,35.022,44.910000000000004,46.59,0.0,0.0,0.0,0.0,0.0
6,0.4,1.7080000000000004,42.0182240000001,32.974,44.378,46.59,0.0,0.0,0.0,0.0,0.0
7,0.4,1.7309520000000007,41.94897600000006,31.721999999999998,45.322,46.59,0.0,0.0,0.0,0.0,0.0
8,0.4,1.669327999999999,42.045904000000114,29.722000000000005,44.93,46.59,0.0,0.0,0.0,0.0,0.0
9,0.4,1.6633360000000001,41.47460000000009,27.738000000000007,43.506,46.59,0.0,0.0,0.0,0.0,0.0
10,0.4,1.6823760000000014,41.095856,27.47800000000001,43.67000000000001,46.59,0.0,0.0,0.0,0.0,0.0
11,0.4,1.6823760000000008,41.901784000000006,27.638000000000005,45.322,46.59,0.4698000000000003,0.0,0.0,0.0,0.018
12,0.4,1.6619600000000028,41.75073600000006,26.246000000000006,45.418000000000006,46.59,0.0,0.0,0.0,0.0,0.0
13,0.4,1.6736400000000016,41.112312000000024,24.825999999999993,45.094,46.59,0.0,0.0,0.0,0.0,0.0
14,0.4,1.6495280000000025,41.03920000000002,24.225999999999992,45.22200000000001,46.59,0.426304,0.0,0.0,0.0,0.016
15,0.4,1.6428400000000056,41.10696800000004,26.23200000000001,44.582,46.59,0.5725280000000001,0.0,0.0,0.0,0.022
16,0.8,3.369743999999999,40.78700800000005,25.389999999999997,43.542,46.59,1.0020640000000003,0.0,0.0,0.0,0.036
17,0.8,3.280703999999998,40.12139200000008,25.766000000000005,42.78200000000001,46.59,0.595472,0.0,0.0,0.0,0.022
18,0.8,3.345104000000007,39.30047200000009,25.598000000000006,41.358000000000004,46.59,0.36439199999999994,0.0,0.0,0.0,0.014
19,0.8,3.4962560000000042,37.60154400000003,22.517999999999994,38.726000000000006,46.59,0.5102640000000002,0.0,0.0,0.0,0.018
20,0.8,3.5856480000000057,37.76073600000002,23.722200000000008,39.23800000000001,46.59,1.9085760000000007,0.0,0.0,28.00000000000001,0.066
21,0.8,3.615423999999999,37.885760000000076,23.582000000000004,39.22200000000001,46.59,2.5552160000000006,0.0,0.0,26.943599999999883,0.09
22,0.8,3.4885759999999943,37.105824000000005,23.370800000000006,37.83,46.59,1.6764320000000001,0.0,0.0,26.968000000000007,0.06
23,0.8,3.4930080000000086,36.64292799999998,23.915800000000008,36.07,46.59,1.273344,0.0,0.0,0.0,0.046
24,0.8,3.477328000000006,36.48002400000003,21.502000000000006,36.925999999999995,46.59,1.4662479999999998,0.0,0.0,26.563999999999997,0.054
25,0.8,3.431551999999998,38.10705600000005,24.189999999999998,39.606,46.59,2.9368080000000005,0.0,0.0,28.711999999999982,0.102
26,0.8,3.468447999999997,37.535264000000076,22.334,41.262,46.59,0.948624,0.0,0.0,0.0,0.036
27,0.8,3.3366720000000054,39.17692000000001,22.798000000000002,43.382000000000005,46.59,3.1783120000000022,0.0,0.0,27.928000000000004,0.116
28,0.8,3.344464000000002,41.08332000000008,24.918000000000013,43.07,46.59,3.3112799999999996,0.0,0.0,27.632000000000005,0.122
29,0.8,3.390336000000001,40.285688000000036,27.88240000000001,42.486,46.59,0.920336,0.0,0.0,0.0,0.034
30,0.8,3.306304000000005,39.666296000000024,28.050000000000004,40.35000000000001,46.59,0.85008,0.0,0.0,0.0,0.032
31,1.15,4.892674999999999,37.26803600000003,23.768424999999997,37.237,46.59,0.46095200000000014,0.0,0.0,0.0,0.016
32,1.15,4.991068999999998,38.40835800000003,25.118500000000008,40.52749999999999,46.59,3.180223,0.0,0.0,27.351999999999997,0.116
33,1.15,5.113198999999998,38.61846500000008,24.20549999999999,41.24400000000001,46.59,3.3847090000000004,0.0,0.0,27.610274999999945,0.122
34,1.15,5.010297000000003,38.32731200000002,23.358400000000007,40.05800000000001,46.59,2.2876180000000006,0.0,0.0,27.387000000000015,0.08
35,1.15,5.0597469999999936,37.81413500000004,24.018500000000003,37.9025,46.59,2.4950320000000006,0.0,0.0,27.784000000000002,0.088
