city,variable,period,month,n,mean,median,std,cv,iqr,p10,p25,p50,p75,p90,skewness,kurtosis,min,max
Campos_Lindos,Tmin,1981-2010,7,30,18.501,18.483,0.644,3.483,1.046,17.790,17.946,18.483,18.992,19.282,0.416,-0.666,17.535,19.856
Campos_Lindos,Tmin,1981-2010,8,30,19.255,19.358,0.809,4.199,0.899,18.152,18.781,19.358,19.680,20.277,-0.438,-0.001,17.473,20.617
Campos_Lindos,Tmin,1981-2010,9,30,21.307,21.317,0.508,2.382,0.659,20.649,21.021,21.317,21.681,21.865,-0.611,-0.253,20.196,22.051
Campos_Lindos,Tmin,1981-2010,10,30,21.938,21.963,0.454,2.068,0.649,21.316,21.639,21.963,22.288,22.431,0.049,-0.835,21.158,22.855
Campos_Lindos,Tmin,1981-2010,11,30,21.811,21.818,0.413,1.894,0.479,21.198,21.582,21.818,22.061,22.360,0.024,-0.074,21.040,22.763
Campos_Lindos,Tmin,1981-2010,12,30,21.632,21.610,0.371,1.715,0.383,21.055,21.440,21.610,21.823,22.055,-0.116,-0.018,20.891,22.416
Campos_Lindos,Tmin,1991-2020,1,30,21.608,21.684,0.430,1.991,0.591,21.125,21.264,21.684,21.855,22.139,0.004,-0.502,20.796,22.493
Campos_Lindos,Tmin,1991-2020,2,30,21.697,21.605,0.374,1.722,0.501,21.341,21.444,21.605,21.945,22.135,1.122,1.460,21.137,22.823
Campos_Lindos,Tmin,1991-2020,3,30,21.921,21.908,0.332,1.514,0.330,21.594,21.739,21.908,22.069,22.250,0.281,1.557,21.124,22.817
Campos_Lindos,Tmin,1991-2020,4,30,21.928,21.904,0.355,1.619,0.338,21.553,21.736,21.904,22.074,22.194,1.839,5.938,21.424,23.257
Campos_Lindos,Tmin,1991-2020,5,30,21.287,21.349,0.430,2.020,0.539,20.650,21.054,21.349,21.593,21.777,-0.651,0.160,20.280,21.971
Campos_Lindos,Tmin,1991-2020,6,30,19.531,19.595,0.561,2.870,0.584,18.852,19.292,19.595,19.875,20.076,-0.656,0.626,18.143,20.591
Campos_Lindos,Tmin,1991-2020,7,30,18.643,18.550,0.636,3.414,0.896,17.908,18.178,18.550,19.074,19.529,0.236,-0.790,17.535,19.828
Campos_Lindos,Tmin,1991-2020,8,30,19.397,19.555,0.670,3.452,0.664,18.625,19.049,19.555,19.713,20.154,-0.778,1.205,17.491,20.617
Campos_Lindos,Tmin,1991-2020,9,30,21.476,21.506,0.474,2.206,0.647,20.884,21.173,21.506,21.820,22.038,-0.219,-0.029,20.371,22.501
Campos_Lindos,Tmin,1991-2020,10,30,22.202,22.259,0.495,2.227,0.712,21.630,21.776,22.259,22.489,22.702,0.403,-0.024,21.319,23.312
Campos_Lindos,Tmin,1991-2020,11,30,22.000,21.953,0.305,1.387,0.344,21.684,21.796,21.953,22.141,22.445,0.515,0.317,21.391,22.763
Campos_Lindos,Tmin,1991-2020,12,30,21.812,21.794,0.279,1.280,0.412,21.510,21.584,21.794,21.996,22.056,0.884,0.924,21.401,22.585
Campos_Lindos,RH,1961-1990,1,30,83.182,83.522,2.471,2.970,1.668,80.536,82.460,83.522,84.128,85.312,-1.032,2.622,76.137,88.050
Campos_Lindos,RH,1961-1990,2,30,84.425,84.822,2.102,2.489,2.240,82.187,83.268,84.822,85.508,86.112,-0.600,1.935,78.304,89.371
Campos_Lindos,RH,1961-1990,3,30,84.607,85.389,2.380,2.813,2.546,80.735,83.411,85.389,85.957,87.308,-0.835,0.084,78.715,87.923
Campos_Lindos,RH,1961-1990,4,30,83.033,83.517,3.420,4.119,5.581,78.085,80.210,83.517,85.791,86.974,-0.476,-0.851,76.286,88.097
Campos_Lindos,RH,1961-1990,5,30,76.968,77.819,4.062,5.277,4.962,71.771,74.644,77.819,79.606,81.378,-0.861,0.192,66.955,82.397
Campos_Lindos,RH,1961-1990,6,30,69.974,69.981,4.398,6.285,5.597,63.113,67.740,69.981,73.337,74.581,-0.376,-0.760,61.954,78.228
Campos_Lindos,RH,1961-1990,7,30,62.945,64.034,4.625,7.348,8.080,57.336,58.636,64.034,66.716,68.064,-0.037,-0.943,54.573,72.378
Campos_Lindos,RH,1961-1990,8,30,57.202,58.217,4.873,8.519,7.162,50.655,52.864,58.217,60.026,61.930,0.017,-0.246,48.311,68.491
Campos_Lindos,RH,1961-1990,9,30,60.400,61.043,4.960,8.212,5.686,54.419,57.973,61.043,63.659,66.127,-1.044,1.828,45.053,68.387
Campos_Lindos,RH,1961-1990,10,30,71.635,71.672,3.599,5.024,4.133,66.454,69.400,71.672,73.533,76.005,-0.122,0.074,63.780,78.804
Campos_Lindos,RH,1961-1990,11,30,78.121,78.162,2.867,3.670,3.880,74.319,76.467,78.162,80.347,81.323,-0.397,-0.434,71.483,82.782
Campos_Lindos,RH,1961-1990,12,30,81.838,82.075,2.385,2.915,3.212,78.859,80.220,82.075,83.432,84.557,0.169,-0.460,77.838,87.211
Campos_Lindos,RH,1981-2010,1,30,82.808,83.128,2.914,3.519,3.156,78.795,81.927,83.128,85.084,85.438,-0.943,0.828,75.400,88.050
Campos_Lindos,RH,1981-2010,2,30,83.120,83.120,2.091,2.515,3.429,80.877,81.541,83.120,84.970,85.455,-0.257,-0.534,78.304,87.036
Campos_Lindos,RH,1981-2010,3,30,83.964,84.601,2.215,2.638,2.686,81.341,82.518,84.601,85.204,85.992,-0.955,1.142,77.547,87.732
Campos_Lindos,RH,1981-2010,4,30,81.609,81.437,3.254,3.988,5.824,77.572,78.638,81.437,84.462,86.041,-0.048,-1.247,76.286,86.970
Campos_Lindos,RH,1981-2010,5,30,75.748,75.750,3.977,5.251,5.239,70.896,73.054,75.750,78.293,80.741,-0.002,-0.289,66.955,84.125
Campos_Lindos,RH,1981-2010,6,30,67.248,67.074,3.583,5.329,4.343,62.529,64.916,67.074,69.258,71.524,0.292,-0.335,60.840,74.817
Campos_Lindos,RH,1981-2010,7,30,59.843,59.716,3.090,5.163,4.071,55.692,57.940,59.716,62.011,63.743,0.134,-0.181,54.001,67.017
Campos_Lindos,RH,1981-2010,8,30,53.786,53.213,3.926,7.299,4.717,48.843,51.657,53.213,56.375,59.161,0.013,-0.277,44.717,60.795
Campos_Lindos,RH,1981-2010,9,30,57.482,58.097,6.368,11.078,7.517,48.652,55.239,58.097,62.756,64.105,-0.769,0.105,41.430,66.930
Campos_Lindos,RH,1981-2010,10,30,70.083,70.542,5.082,7.252,4.238,63.085,68.057,70.542,72.295,75.472,-0.943,1.787,55.005,78.804
Campos_Lindos,RH,1981-2010,11,30,77.770,77.618,3.507,4.510,5.745,72.469,75.282,77.618,81.027,81.483,-0.225,-0.794,70.657,83.662
Campos_Lindos,RH,1981-2010,12,30,81.760,82.105,2.590,3.168,2.693,78.214,80.521,82.105,83.214,84.431,-0.378,0.305,75.565,87.211
Campos_Lindos,RH,1991-2020,1,30,82.032,82.220,2.597,3.166,3.398,78.795,80.602,82.220,84.000,85.262,-0.479,0.016,75.400,86.207
Campos_Lindos,RH,1991-2020,2,30,82.434,82.819,3.121,3.786,3.223,80.750,81.541,82.819,84.764,85.066,-3.050,13.179,68.626,85.868
Campos_Lindos,RH,1991-2020,3,30,82.964,82.696,2.164,2.609,2.835,80.768,81.884,82.696,84.718,85.204,-0.486,0.215,77.547,87.045
Campos_Lindos,RH,1991-2020,4,30,80.752,80.807,2.735,3.387,3.057,77.826,78.691,80.807,81.748,84.533,0.150,-0.060,74.528,86.077
Campos_Lindos,RH,1991-2020,5,30,75.025,74.334,3.838,5.115,5.176,70.896,72.390,74.334,77.565,80.113,0.364,0.055,67.082,84.125
Campos_Lindos,RH,1991-2020,6,30,65.853,66.083,3.678,5.585,4.938,61.790,63.218,66.083,68.157,69.933,0.084,0.256,57.441,74.817
Campos_Lindos,RH,1991-2020,7,30,57.931,59.157,4.021,6.940,5.211,53.606,55.302,59.157,60.513,62.679,-0.635,0.104,47.675,64.211
Campos_Lindos,RH,1991-2020,8,30,51.219,51.785,4.354,8.501,5.410,45.043,48.225,51.785,53.635,56.783,0.264,-0.372,44.602,60.529
Campos_Lindos,RH,1991-2020,9,30,53.805,54.258,7.520,13.976,11.171,44.994,48.127,54.258,59.298,63.771,-0.026,-0.976,40.092,66.930
Campos_Lindos,RH,1991-2020,10,30,66.248,67.653,6.588,9.944,7.377,57.095,62.953,67.653,70.330,74.449,-0.800,0.126,50.889,75.425
Campos_Lindos,RH,1991-2020,11,30,76.339,76.811,4.152,5.439,6.178,72.004,73.084,76.811,79.262,81.280,-0.370,-0.004,65.788,83.662
Campos_Lindos,RH,1991-2020,12,30,79.533,80.588,3.911,4.918,5.064,74.142,77.413,80.588,82.477,83.236,-1.188,1.462,67.538,84.416
Campos_Lindos,Rs,1961-1990,1,30,17.499,17.731,1.643,9.389,2.265,15.294,16.356,17.731,18.621,19.543,-0.297,-0.498,13.838,20.435
Campos_Lindos,Rs,1961-1990,2,30,17.184,17.380,1.498,8.718,1.797,15.378,16.433,17.380,18.230,18.872,-0.754,1.294,12.764,19.708
Campos_Lindos,Rs,1961-1990,3,30,17.109,17.235,1.388,8.111,1.405,14.969,16.561,17.235,17.966,18.688,-0.450,-0.147,14.127,19.812
Campos_Lindos,Rs,1961-1990,4,30,17.504,17.612,1.427,8.152,1.821,15.880,16.431,17.612,18.252,19.508,0.313,-0.492,15.170,20.442
Campos_Lindos,Rs,1961-1990,5,30,18.559,18.626,0.946,5.096,1.464,17.583,17.897,18.626,19.361,19.515,-0.380,-0.222,16.529,20.263
Campos_Lindos,Rs,1961-1990,6,30,18.989,19.050,0.716,3.768,0.830,18.251,18.652,19.050,19.482,19.797,-1.205,2.679,16.646,19.988
Campos_Lindos,Rs,1961-1990,7,30,19.966,20.113,0.665,3.331,0.732,19.137,19.590,20.113,20.322,20.541,-0.205,0.148,18.459,21.353
Campos_Lindos,Rs,1961-1990,8,30,21.353,21.565,0.897,4.200,0.986,20.147,20.989,21.565,21.975,22.250,-1.019,0.911,18.819,22.578
Campos_Lindos,Rs,1961-1990,9,30,20.423,20.407,1.187,5.813,1.894,18.894,19.526,20.407,21.420,21.942,-0.313,-0.042,17.400,22.568
Campos_Lindos,Rs,1961-1990,10,30,18.916,19.016,1.509,7.980,2.222,17.256,17.692,19.016,19.914,20.584,0.094,-0.396,15.798,21.965
Campos_Lindos,Rs,1961-1990,11,30,18.154,18.118,1.413,7.783,1.354,16.332,17.466,18.118,18.820,19.996,0.440,0.158,15.718,21.391
Campos_Lindos,Rs,1961-1990,12,30,17.234,17.251,1.558,9.038,1.210,15.722,16.807,17.251,18.017,18.921,-1.003,3.015,12.171,20.166
Campos_Lindos,Rs,1981-2010,1,30,17.119,17.351,1.573,9.190,2.133,14.902,16.095,17.351,18.229,19.178,-0.565,-0.365,13.797,19.518
Campos_Lindos,Rs,1981-2010,2,30,17.308,17.205,1.258,7.266,1.972,15.797,16.291,17.205,18.264,19.125,0.159,-0.670,14.860,19.758
Campos_Lindos,Rs,1981-2010,3,30,16.849,16.890,1.297,7.695,1.556,14.961,16.330,16.890,17.886,18.325,-0.437,-0.468,14.127,19.072
Campos_Lindos,Rs,1981-2010,4,30,17.600,17.847,1.502,8.532,2.181,15.491,16.431,17.847,18.612,18.986,-0.193,-0.433,14.547,20.442
Campos_Lindos,Rs,1981-2010,5,30,18.389,18.576,1.311,7.130,1.656,16.756,17.746,18.576,19.402,19.660,-0.805,0.048,15.399,20.263
Campos_Lindos,Rs,1981-2010,6,30,19.224,19.409,0.727,3.779,0.647,18.694,18.994,19.409,19.641,19.812,-2.025,5.426,16.646,20.275
Campos_Lindos,Rs,1981-2010,7,30,20.195,20.248,0.635,3.145,0.825,19.475,19.818,20.248,20.643,21.035,-0.607,0.459,18.459,21.130
Campos_Lindos,Rs,1981-2010,8,30,21.498,21.650,0.958,4.455,1.547,20.151,20.811,21.650,22.357,22.726,-0.324,-1.020,19.660,22.878
Campos_Lindos,Rs,1981-2010,9,30,20.481,20.840,1.591,7.769,2.105,18.756,19.427,20.840,21.532,22.168,-0.969,0.779,15.960,22.653
Campos_Lindos,Rs,1981-2010,10,30,18.383,18.208,1.348,7.336,2.089,17.042,17.365,18.208,19.455,20.013,0.652,0.528,15.798,22.114
Campos_Lindos,Rs,1981-2010,11,30,17.512,17.129,1.372,7.837,1.979,15.843,16.603,17.129,18.582,19.609,0.467,-0.565,15.170,20.240
Campos_Lindos,Rs,1981-2010,12,30,16.535,16.828,1.333,8.060,1.142,15.161,16.031,16.828,17.174,17.963,-1.292,2.934,12.171,18.778
Campos_Lindos,Rs,1991-2020,1,30,17.208,17.458,1.424,8.273,1.461,14.925,16.759,17.458,18.220,18.754,-0.710,-0.051,13.797,19.366
Campos_Lindos,Rs,1991-2020,2,30,17.541,17.205,1.588,9.051,1.918,16.113,16.325,17.205,18.243,19.282,2.014,5.994,15.803,23.555
Campos_Lindos,Rs,1991-2020,3,30,17.356,17.585,0.965,5.562,1.074,16.217,16.934,17.585,18.008,18.174,-1.011,1.168,14.771,19.072
Campos_Lindos,Rs,1991-2020,4,30,17.798,17.956,1.036,5.820,1.050,16.289,17.538,17.956,18.588,18.840,-1.388,2.276,14.547,19.217
Campos_Lindos,Rs,1991-2020,5,30,18.275,18.492,1.191,6.520,1.147,16.756,17.899,18.492,19.046,19.560,-0.932,0.668,15.399,20.090
Campos_Lindos,Rs,1991-2020,6,30,19.445,19.435,0.601,3.091,0.655,18.963,19.105,19.435,19.761,20.233,-0.953,3.317,17.416,20.480
Campos_Lindos,Rs,1991-2020,7,30,20.478,20.569,0.530,2.588,0.805,19.785,20.132,20.569,20.938,21.073,-0.474,-0.633,19.362,21.291
Campos_Lindos,Rs,1991-2020,8,30,21.879,22.011,0.798,3.645,0.906,20.781,21.577,22.011,22.483,22.726,-1.095,0.724,19.939,22.878
Campos_Lindos,Rs,1991-2020,9,30,21.342,21.584,1.619,7.586,1.650,19.059,20.770,21.584,22.420,22.675,-1.460,3.168,15.960,24.129
Campos_Lindos,Rs,1991-2020,10,30,19.251,19.554,1.372,7.129,1.906,17.490,18.200,19.554,20.105,20.929,0.239,-0.569,17.061,22.114
Campos_Lindos,Rs,1991-2020,11,30,17.600,17.486,1.410,8.009,1.687,15.678,16.778,17.486,18.465,19.609,0.088,-0.411,14.809,20.240
Campos_Lindos,Rs,1991-2020,12,30,17.185,17.420,1.231,7.164,1.724,15.506,16.274,17.420,17.998,18.437,-0.568,0.231,13.984,19.244
Campos_Lindos,u2,1961-1990,1,30,0.804,0.923,0.306,38.116,0.548,0.331,0.505,0.923,1.053,1.132,-0.565,-1.067,0.245,1.247
Campos_Lindos,u2,1961-1990,2,30,0.822,0.934,0.278,33.801,0.473,0.432,0.534,0.934,1.007,1.088,-0.515,-0.968,0.270,1.301
Campos_Lindos,u2,1961-1990,3,30,0.769,0.902,0.286,37.191,0.455,0.338,0.503,0.902,0.958,1.060,-0.593,-1.226,0.273,1.167
Campos_Lindos,u2,1961-1990,4,30,0.763,0.846,0.273,35.784,0.444,0.374,0.482,0.846,0.926,1.056,-0.352,-1.108,0.270,1.216
Campos_Lindos,u2,1961-1990,5,30,0.855,0.923,0.279,32.598,0.463,0.462,0.581,0.923,1.044,1.142,-0.180,-0.942,0.401,1.392
Campos_Lindos,u2,1961-1990,6,30,1.039,1.127,0.307,29.516,0.535,0.623,0.771,1.127,1.306,1.378,-0.381,-1.111,0.425,1.536
Campos_Lindos,u2,1961-1990,7,30,1.148,1.179,0.337,29.343,0.603,0.673,0.812,1.179,1.415,1.552,-0.121,-1.128,0.556,1.738
Campos_Lindos,u2,1961-1990,8,30,1.159,1.206,0.305,26.357,0.503,0.768,0.884,1.206,1.387,1.474,-0.262,-0.850,0.595,1.759
Campos_Lindos,u2,1961-1990,9,30,1.139,1.204,0.314,27.571,0.458,0.743,0.912,1.204,1.370,1.452,-0.180,-0.986,0.583,1.718
Campos_Lindos,u2,1961-1990,10,30,0.973,0.977,0.317,32.599,0.514,0.580,0.712,0.977,1.227,1.335,0.023,-0.940,0.426,1.571
Campos_Lindos,u2,1961-1990,11,30,0.866,0.890,0.280,32.284,0.480,0.518,0.623,0.890,1.103,1.196,-0.153,-1.122,0.351,1.368
Campos_Lindos,u2,1961-1990,12,30,0.808,0.872,0.289,35.709,0.434,0.393,0.576,0.872,1.010,1.103,-0.350,-0.709,0.257,1.382
Campos_Lindos,u2,1981-2010,1,30,0.887,0.905,0.178,20.024,0.283,0.661,0.746,0.905,1.029,1.079,0.042,-0.913,0.590,1.247
Campos_Lindos,u2,1981-2010,2,30,0.864,0.891,0.165,19.138,0.254,0.672,0.707,0.891,0.961,1.051,0.447,0.036,0.605,1.301
Campos_Lindos,u2,1981-2010,3,30,0.841,0.872,0.172,20.433,0.238,0.645,0.683,0.872,0.921,1.108,0.397,-0.997,0.600,1.167
Campos_Lindos,u2,1981-2010,4,30,0.812,0.832,0.177,21.857,0.252,0.626,0.651,0.832,0.903,0.998,0.363,-0.318,0.521,1.216
Campos_Lindos,u2,1981-2010,5,30,0.891,0.877,0.187,20.999,0.215,0.661,0.770,0.877,0.984,1.075,0.674,0.939,0.586,1.392
Campos_Lindos,u2,1981-2010,6,30,1.050,1.025,0.204,19.449,0.211,0.845,0.950,1.025,1.161,1.331,-0.543,1.154,0.461,1.383
Campos_Lindos,u2,1981-2010,7,30,1.177,1.183,0.196,16.669,0.289,0.937,1.034,1.183,1.323,1.428,-0.018,-0.582,0.748,1.544
Campos_Lindos,u2,1981-2010,8,30,1.199,1.183,0.188,15.710,0.320,0.997,1.047,1.183,1.367,1.462,0.168,-0.689,0.825,1.543
Campos_Lindos,u2,1981-2010,9,30,1.140,1.128,0.190,16.675,0.309,0.873,0.997,1.128,1.307,1.375,-0.031,-0.880,0.787,1.478
Campos_Lindos,u2,1981-2010,10,30,0.979,0.956,0.191,19.533,0.233,0.786,0.844,0.956,1.078,1.148,1.016,1.795,0.693,1.571
Campos_Lindos,u2,1981-2010,11,30,0.897,0.888,0.170,18.950,0.266,0.724,0.758,0.888,1.024,1.089,0.624,0.667,0.582,1.368
Campos_Lindos,u2,1981-2010,12,30,0.853,0.843,0.154,18.065,0.191,0.643,0.750,0.843,0.941,1.059,0.207,-0.522,0.602,1.188
Campos_Lindos,u2,1991-2020,1,30,0.793,0.770,0.135,17.052,0.163,0.656,0.685,0.770,0.848,1.009,0.651,-0.489,0.590,1.074
Campos_Lindos,u2,1991-2020,2,30,0.782,0.777,0.126,16.143,0.185,0.660,0.694,0.777,0.879,0.950,0.510,0.163,0.540,1.109
Campos_Lindos,u2,1991-2020,3,30,0.745,0.720,0.134,17.970,0.131,0.631,0.650,0.720,0.780,0.889,1.689,2.858,0.600,1.133
Campos_Lindos,u2,1991-2020,4,30,0.717,0.691,0.123,17.123,0.124,0.592,0.631,0.691,0.755,0.908,0.582,-0.524,0.521,0.958
Campos_Lindos,u2,1991-2020,5,30,0.796,0.819,0.125,15.710,0.165,0.626,0.698,0.819,0.863,0.955,0.200,-0.775,0.586,1.041
Campos_Lindos,u2,1991-2020,6,30,0.963,1.013,0.171,17.809,0.190,0.758,0.863,1.013,1.054,1.152,-0.680,1.561,0.461,1.328
Campos_Lindos,u2,1991-2020,7,30,1.097,1.069,0.157,14.336,0.169,0.929,1.021,1.069,1.190,1.323,0.311,0.166,0.748,1.454
Campos_Lindos,u2,1991-2020,8,30,1.121,1.086,0.164,14.648,0.191,0.943,1.013,1.086,1.204,1.372,0.639,0.241,0.825,1.543
Campos_Lindos,u2,1991-2020,9,30,1.075,1.093,0.153,14.226,0.235,0.873,0.945,1.093,1.180,1.293,0.131,-0.665,0.787,1.387
Campos_Lindos,u2,1991-2020,10,30,0.945,0.968,0.146,15.460,0.248,0.737,0.818,0.968,1.066,1.125,-0.027,-1.039,0.693,1.222
Campos_Lindos,u2,1991-2020,11,30,0.849,0.842,0.121,14.289,0.170,0.724,0.758,0.842,0.928,1.015,0.109,-0.104,0.582,1.125
Campos_Lindos,u2,1991-2020,12,30,0.800,0.787,0.125,15.631,0.165,0.618,0.727,0.787,0.891,0.936,0.155,-0.418,0.596,1.089
Correntina,pr,1961-1990,1,30,164.237,160.065,127.825,77.830,181.525,38.032,49.055,160.065,230.580,350.764,0.952,0.300,14.650,478.480
Correntina,pr,1961-1990,2,30,135.443,94.920,109.439,80.801,77.643,34.658,73.310,94.920,150.953,316.991,1.470,1.268,17.940,424.220
Correntina,pr,1961-1990,3,30,118.898,100.790,85.488,71.900,106.798,27.854,63.005,100.790,169.803,227.596,0.786,0.174,0.330,332.910
Correntina,pr,1961-1990,4,30,60.022,52.725,46.188,76.952,49.997,7.017,33.475,52.725,83.472,109.250,1.446,2.898,2.450,209.750
Correntina,pr,1961-1990,5,30,7.348,1.950,11.320,154.045,9.705,0.000,0.295,1.950,10.000,22.713,2.256,5.780,0.000,49.530
Correntina,pr,1961-1990,6,30,2.303,0.000,6.129,266.162,0.240,0.000,0.000,0.000,0.240,7.492,2.886,7.572,0.000,24.030
Correntina,pr,1961-1990,7,30,0.888,0.000,1.930,217.476,0.625,0.000,0.000,0.000,0.625,3.329,2.734,7.740,0.000,8.320
Correntina,pr,1961-1990,8,30,1.920,0.055,4.624,240.817,1.262,0.000,0.000,0.055,1.262,5.304,3.464,12.969,0.000,22.010
Correntina,pr,1961-1990,9,30,11.990,5.580,14.488,120.837,18.370,0.000,0.010,5.580,18.380,37.238,1.218,0.252,0.000,45.940
Correntina,pr,1961-1990,10,30,88.037,87.195,54.746,62.186,77.498,15.414,48.203,87.195,125.700,142.453,0.404,-0.034,5.200,211.470
Correntina,pr,1961-1990,11,30,170.113,176.960,89.294,52.491,117.413,69.774,100.067,176.960,217.480,272.421,0.454,-0.158,25.580,363.750
Correntina,pr,1961-1990,12,30,224.668,167.605,159.023,70.781,200.565,79.667,123.507,167.605,324.072,405.231,1.852,5.027,45.950,809.500
Correntina,pr,1981-2010,1,30,159.074,146.470,121.274,76.238,136.730,41.177,73.123,146.470,209.852,270.335,1.371,1.714,8.980,478.480
Correntina,pr,1981-2010,2,30,117.139,103.900,66.344,56.637,64.810,39.321,78.043,103.900,142.852,221.357,1.060,1.209,17.940,305.360
Correntina,pr,1981-2010,3,30,140.348,139.500,91.675,65.320,125.265,23.801,67.593,139.500,192.857,231.942,0.491,-0.188,7.430,347.460
Correntina,pr,1981-2010,4,30,50.227,40.015,45.105,89.802,39.663,12.147,20.630,40.015,60.293,91.303,2.318,7.435,2.450,226.950
Correntina,pr,1981-2010,5,30,11.142,2.870,21.085,189.237,12.720,0.000,0.453,2.870,13.172,23.877,2.924,8.757,0.000,91.920
Correntina,pr,1981-2010,6,30,1.890,0.000,5.053,267.386,0.175,0.000,0.000,0.000,0.175,5.993,3.519,13.398,0.000,24.030
Correntina,pr,1981-2010,7,30,0.831,0.000,1.924,231.674,0.285,0.000,0.000,0.000,0.285,3.329,2.846,8.256,0.000,8.320
Correntina,pr,1981-2010,8,30,2.126,0.040,5.970,280.819,0.573,0.000,0.000,0.040,0.573,5.304,4.112,18.489,0.000,30.430
Correntina,pr,1981-2010,9,30,13.472,10.255,14.353,106.535,23.277,0.000,0.265,10.255,23.543,30.577,0.892,-0.168,0.000,45.940
Correntina,pr,1981-2010,10,30,79.440,70.770,62.515,78.695,92.082,11.581,26.045,70.770,118.127,160.038,0.799,0.012,1.900,233.440
Correntina,pr,1981-2010,11,30,173.702,166.540,96.792,55.723,134.520,67.812,96.205,166.540,230.725,324.621,0.575,-0.390,25.580,387.440
Correntina,pr,1981-2010,12,30,225.176,195.540,139.991,62.169,150.155,112.476,135.025,195.540,285.180,345.277,2.663,9.905,86.360,809.500
Correntina,pr,1991-2020,1,30,153.360,124.545,125.271,81.684,132.290,22.184,72.330,124.545,204.620,270.335,1.300,1.477,8.980,477.560
Correntina,pr,1991-2020,2,30,125.086,121.465,73.478,58.742,71.620,39.321,78.812,121.465,150.433,235.017,0.912,0.840,7.710,305.360
Correntina,pr,1991-2020,3,30,141.154,142.740,88.349,62.591,108.580,22.811,84.278,142.740,192.857,235.559,0.328,-0.354,7.430,347.460
Correntina,pr,1991-2020,4,30,64.068,45.405,57.491,89.734,62.385,16.356,26.700,45.405,89.085,114.368,1.843,3.612,0.000,241.940
Correntina,pr,1991-2020,5,30,13.171,3.835,21.043,159.769,14.000,0.000,0.972,3.835,14.973,30.186,2.674,7.624,0.000,91.920
Correntina,pr,1991-2020,6,30,1.271,0.000,2.106,165.729,1.780,0.000,0.000,0.000,1.780,4.515,1.573,1.160,0.000,6.740
Correntina,pr,1991-2020,7,30,0.278,0.000,0.913,327.964,0.150,0.000,0.000,0.000,0.150,0.635,4.921,25.539,0.000,4.940
Correntina,pr,1991-2020,8,30,1.400,0.000,5.582,398.634,0.155,0.000,0.000,0.000,0.155,1.782,5.194,27.700,0.000,30.430
Correntina,pr,1991-2020,9,30,10.839,5.510,11.826,109.105,20.415,0.000,0.055,5.510,20.470,26.026,0.937,0.091,0.000,43.060
Correntina,pr,1991-2020,10,30,66.171,55.425,58.922,89.045,81.012,7.522,20.560,55.425,101.572,144.420,1.103,0.751,1.900,233.440
Correntina,pr,1991-2020,11,30,193.220,182.310,86.438,44.736,132.700,93.149,121.317,182.310,254.017,299.269,0.384,-0.320,41.840,387.440
Correntina,pr,1991-2020,12,30,173.753,173.795,92.552,53.266,127.182,66.158,111.020,173.795,238.202,292.303,0.281,-0.680,13.460,361.130
Correntina,ETo,1961-1990,1,30,133.021,139.340,19.234,14.460,27.935,103.678,120.635,139.340,148.570,151.885,-0.539,-0.746,92.270,164.120
Correntina,ETo,1961-1990,2,30,123.256,125.350,13.454,10.915,8.442,101.427,120.650,125.350,129.093,139.181,-0.502,0.481,93.310,148.750
Correntina,ETo,1961-1990,3,30,129.818,128.875,12.988,10.005,14.765,116.707,122.398,128.875,137.162,143.771,0.646,0.457,107.100,159.530
Correntina,ETo,1961-1990,4,30,116.160,114.160,9.462,8.146,13.002,105.005,108.760,114.160,121.763,130.589,0.594,-0.471,102.080,135.040
Correntina,ETo,1961-1990,5,30,113.199,113.045,6.920,6.113,9.942,106.343,108.138,113.045,118.080,121.427,0.013,0.198,96.760,127.300
Correntina,ETo,1961-1990,6,30,105.755,106.295,7.663,7.246,7.288,95.345,101.377,106.295,108.665,115.468,0.231,0.431,90.590,123.560
Correntina,ETo,1961-1990,7,30,118.561,118.535,6.645,5.605,9.970,110.076,113.530,118.535,123.500,127.029,0.007,-0.844,106.330,131.550
Correntina,ETo,1961-1990,8,30,143.025,142.350,9.079,6.348,9.360,133.092,137.012,142.350,146.373,155.947,0.790,0.982,128.140,168.240
Correntina,ETo,1961-1990,9,30,152.458,151.090,13.658,8.959,19.515,137.509,141.010,151.090,160.525,166.176,0.806,0.318,135.590,188.300
Correntina,ETo,1961-1990,10,30,145.704,142.760,18.034,12.377,17.680,127.756,133.690,142.760,151.370,169.448,0.832,0.530,117.160,192.050
Correntina,ETo,1961-1990,11,30,127.523,125.905,16.260,12.751,17.312,108.098,116.520,125.905,133.832,146.948,1.004,1.546,102.360,176.790
Correntina,ETo,1961-1990,12,30,125.635,125.160,14.731,11.725,16.535,106.205,119.983,125.160,136.517,141.339,-0.869,1.259,81.720,147.920
Correntina,ETo,1981-2010,1,30,136.124,140.115,18.609,13.671,22.065,111.670,126.647,140.115,148.713,157.277,-0.707,-0.151,92.270,162.280
Correntina,ETo,1981-2010,2,30,128.577,127.640,13.577,10.559,20.120,113.460,119.090,127.640,139.210,142.880,-0.400,0.037,92.940,151.830
Correntina,ETo,1981-2010,3,30,129.247,128.835,12.761,9.874,15.393,117.176,119.847,128.835,135.240,150.610,0.676,0.028,107.230,158.620
Correntina,ETo,1981-2010,4,30,120.077,119.445,11.080,9.228,9.755,108.242,114.103,119.445,123.858,136.866,0.396,0.889,96.530,148.580
