city,variable,period,month,n,mean,median,std,cv,iqr,p10,p25,p50,p75,p90,skewness,kurtosis,min,max
Barreiras,pr,1961-1990,6,30,2.970,0.000,8.870,298.644,1.927,0.000,0.000,0.000,1.927,4.984,4.810,24.597,0.000,47.880
Barreiras,pr,1961-1990,7,30,0.925,0.000,1.783,192.831,0.680,0.000,0.000,0.000,0.680,4.046,1.986,2.881,0.000,5.980
Barreiras,pr,1961-1990,8,30,3.972,0.000,9.344,235.244,4.170,0.000,0.000,0.000,4.170,11.345,3.943,17.747,0.000,47.990
Barreiras,pr,1961-1990,9,30,18.880,12.610,20.984,111.146,19.282,0.229,4.223,12.610,23.505,40.634,1.837,3.572,0.000,88.310
Barreiras,pr,1961-1990,10,30,90.619,90.835,59.453,65.607,87.532,22.371,33.595,90.835,121.127,160.397,0.727,0.791,8.810,262.960
Barreiras,pr,1961-1990,11,30,162.644,159.735,80.558,49.530,92.375,63.273,119.990,159.735,212.365,252.066,0.543,0.716,16.210,374.620
Barreiras,pr,1961-1990,12,30,199.571,185.685,128.868,64.572,126.678,72.637,110.272,185.685,236.950,346.891,1.778,4.665,54.030,665.230
Barreiras,pr,1981-2010,1,30,158.316,152.545,103.449,65.343,136.600,45.498,78.458,152.545,215.057,254.404,0.879,0.496,16.030,406.600
Barreiras,pr,1981-2010,2,30,126.741,107.270,65.020,51.302,95.132,56.687,81.928,107.270,177.060,219.646,0.594,-0.719,30.230,263.430
Barreiras,pr,1981-2010,3,30,160.093,145.985,95.289,59.521,103.982,52.167,99.895,145.985,203.877,282.032,0.907,0.630,26.000,414.120
Barreiras,pr,1981-2010,4,30,69.487,54.590,45.262,65.137,46.130,19.123,43.655,54.590,89.785,124.712,0.960,0.702,4.680,182.170
Barreiras,pr,1981-2010,5,30,19.363,10.455,24.313,125.568,14.655,1.674,4.863,10.455,19.517,70.106,1.888,2.511,0.000,88.400
Barreiras,pr,1981-2010,6,30,2.789,0.000,8.914,319.647,1.240,0.000,0.000,0.000,1.240,6.100,4.752,24.103,0.000,47.720
Barreiras,pr,1981-2010,7,30,0.700,0.000,1.486,212.282,0.217,0.000,0.000,0.000,0.217,2.646,2.294,4.831,0.000,5.890
Barreiras,pr,1981-2010,8,30,3.758,0.020,9.396,250.030,1.660,0.000,0.000,0.020,1.660,11.345,3.947,17.693,0.000,47.990
Barreiras,pr,1981-2010,9,30,16.793,13.600,16.415,97.746,21.355,0.000,3.815,13.600,25.170,38.604,1.177,1.412,0.000,66.260
Barreiras,pr,1981-2010,10,30,79.246,75.375,52.891,66.743,84.147,20.063,32.155,75.375,116.302,154.894,0.532,-0.447,0.040,208.210
Barreiras,pr,1981-2010,11,30,157.452,163.965,72.831,46.256,110.035,63.273,100.972,163.965,211.007,248.501,0.186,-0.365,28.910,326.890
Barreiras,pr,1981-2010,12,30,208.312,181.635,120.065,57.637,139.495,96.722,129.920,181.635,269.415,308.548,1.982,6.209,62.540,665.230
Barreiras,pr,1991-2020,1,30,162.399,147.115,114.275,70.367,130.290,42.339,79.737,147.115,210.027,291.715,1.153,1.190,16.030,477.710
Barreiras,pr,1991-2020,2,30,136.706,121.330,70.825,51.808,101.592,49.271,89.165,121.330,190.757,245.958,0.320,-1.040,29.150,263.430
Barreiras,pr,1991-2020,3,30,159.680,152.210,91.968,57.596,106.907,52.494,97.375,152.210,204.282,278.251,0.747,0.587,26.000,414.120
Barreiras,pr,1991-2020,4,30,73.348,51.095,53.960,73.568,63.003,11.030,40.175,51.095,103.178,167.902,0.831,-0.254,4.650,184.490
Barreiras,pr,1991-2020,5,30,20.060,10.005,24.456,121.911,20.723,2.159,4.863,10.005,25.585,70.106,1.777,2.137,0.000,88.400
Barreiras,pr,1991-2020,6,30,2.410,0.000,8.755,363.216,0.210,0.000,0.000,0.000,0.210,4.966,5.110,27.105,0.000,47.720
Barreiras,pr,1991-2020,7,30,0.188,0.000,0.703,374.153,0.000,0.000,0.000,0.000,0.000,0.061,4.108,17.099,0.000,3.420
Barreiras,pr,1991-2020,8,30,0.437,0.000,1.171,268.185,0.295,0.000,0.000,0.000,0.295,1.296,4.065,18.479,0.000,6.000
Barreiras,pr,1991-2020,9,30,10.515,3.875,13.757,130.834,16.315,0.000,0.000,3.875,16.315,31.924,1.361,0.962,0.000,47.430
Barreiras,pr,1991-2020,10,30,65.266,56.930,51.093,78.284,62.367,15.943,23.000,56.930,85.367,132.615,0.932,0.619,0.000,208.210
Barreiras,pr,1991-2020,11,30,173.997,161.755,75.034,43.124,114.167,94.348,119.183,161.755,233.350,267.540,0.622,-0.179,39.850,330.510
Barreiras,pr,1991-2020,12,30,186.041,176.580,76.106,40.908,96.760,98.024,129.920,176.580,226.680,301.149,0.099,-0.766,41.140,315.280
Barreiras,ETo,1961-1990,1,30,131.583,134.765,17.145,13.030,26.237,109.328,118.860,134.765,145.097,150.833,-0.448,-0.709,96.590,158.910
Barreiras,ETo,1961-1990,2,30,120.270,119.455,12.995,10.805,11.423,99.611,114.990,119.455,126.413,134.998,-0.130,0.558,91.860,148.370
Barreiras,ETo,1961-1990,3,30,126.192,126.255,10.661,8.448,10.483,113.170,120.657,126.255,131.140,137.566,0.105,0.318,103.170,149.840
Barreiras,ETo,1961-1990,4,30,114.801,113.610,7.927,6.905,9.263,104.972,110.730,113.610,119.993,125.956,0.354,-0.523,100.540,129.850
Barreiras,ETo,1961-1990,5,30,113.668,113.690,6.444,5.669,7.500,105.970,110.305,113.690,117.805,121.071,-0.350,0.139,97.810,125.930
Barreiras,ETo,1961-1990,6,30,107.553,108.155,6.935,6.448,9.088,97.877,102.097,108.155,111.185,117.935,-0.036,-0.327,94.870,121.550
Barreiras,ETo,1961-1990,7,30,121.096,121.005,6.404,5.288,7.858,113.523,116.915,121.005,124.773,129.728,0.172,0.023,106.950,135.780
Barreiras,ETo,1961-1990,8,30,143.418,140.710,9.013,6.284,11.285,135.101,137.243,140.710,148.528,154.740,0.765,0.265,129.290,166.810
Barreiras,ETo,1961-1990,9,30,151.339,149.195,11.683,7.720,12.120,140.481,142.920,149.195,155.040,166.850,1.349,2.217,135.750,187.710
Barreiras,ETo,1961-1990,10,30,144.655,142.740,13.821,9.555,18.377,129.203,133.865,142.740,152.243,164.877,0.500,-0.286,119.670,175.820
Barreiras,ETo,1961-1990,11,30,128.254,127.100,14.820,11.556,17.805,111.704,119.195,127.100,137.000,145.427,1.141,2.085,108.430,175.490
Barreiras,ETo,1961-1990,12,30,126.038,127.745,14.954,11.865,17.660,104.795,120.392,127.745,138.053,142.553,-1.114,1.528,80.560,144.460
Barreiras,ETo,1981-2010,1,30,134.971,138.390,16.882,12.508,21.215,109.839,127.015,138.390,148.230,151.696,-0.564,-0.391,96.590,165.040
Barreiras,ETo,1981-2010,2,30,125.131,124.930,11.732,9.376,15.625,112.256,117.562,124.930,133.188,139.625,-0.179,0.344,95.220,148.370
Barreiras,ETo,1981-2010,3,30,127.673,126.800,11.551,9.047,10.150,115.838,121.183,126.800,131.333,144.333,0.692,0.972,104.950,157.700
Barreiras,ETo,1981-2010,4,30,120.495,120.135,9.493,7.878,11.370,110.459,114.105,120.135,125.475,131.460,0.402,0.351,101.770,144.270
Barreiras,ETo,1981-2010,5,30,116.615,116.440,6.927,5.940,5.942,106.373,113.555,116.440,119.498,124.481,0.005,0.813,100.410,133.710
Barreiras,ETo,1981-2010,6,30,110.951,110.620,6.444,5.808,7.375,102.086,107.647,110.620,115.023,119.931,0.287,-0.015,99.290,125.260
Barreiras,ETo,1981-2010,7,30,124.615,125.030,5.266,4.226,8.387,117.747,119.995,125.030,128.382,131.498,-0.027,-1.081,116.000,133.200
Barreiras,ETo,1981-2010,8,30,147.238,148.160,6.750,4.584,9.235,138.667,142.365,148.160,151.600,153.795,0.122,-0.201,135.280,163.680
Barreiras,ETo,1981-2010,9,30,159.548,158.000,13.521,8.475,19.298,143.669,149.910,158.000,169.208,175.600,0.031,-1.003,135.750,183.330
Barreiras,ETo,1981-2010,10,30,159.499,157.210,20.409,12.796,29.057,137.279,144.270,157.210,173.327,181.805,0.344,-0.142,119.670,206.260
Barreiras,ETo,1981-2010,11,30,134.536,132.480,16.595,12.335,24.495,113.671,122.308,132.480,146.803,153.952,0.210,-0.743,106.450,170.530
Barreiras,ETo,1981-2010,12,30,130.857,132.890,15.562,11.893,16.280,113.936,125.002,132.890,141.282,147.082,-1.247,2.585,80.560,156.710
Barreiras,ETo,1991-2020,1,30,138.272,139.860,16.258,11.758,21.342,118.019,129.240,139.860,150.582,155.598,-0.234,-0.570,104.100,166.140
Barreiras,ETo,1991-2020,2,30,123.903,124.545,12.566,10.142,15.363,109.150,116.312,124.545,131.675,135.844,0.258,0.770,95.220,156.890
Barreiras,ETo,1991-2020,3,30,131.295,129.725,12.504,9.524,12.363,117.913,123.312,129.725,135.675,149.148,0.310,-0.041,104.950,157.700
Barreiras,ETo,1991-2020,4,30,123.245,123.820,10.124,8.215,11.815,112.718,117.075,123.820,128.890,138.043,0.087,0.049,101.770,144.270
Barreiras,ETo,1991-2020,5,30,118.727,119.065,8.213,6.917,8.542,106.373,114.778,119.065,123.320,127.645,-0.275,-0.085,100.410,133.710
Barreiras,ETo,1991-2020,6,30,113.567,115.250,6.469,5.696,8.713,105.224,108.850,115.250,117.562,120.971,-0.181,-0.464,99.290,125.260
Barreiras,ETo,1991-2020,7,30,127.067,126.880,5.162,4.062,7.597,119.211,123.618,126.880,131.215,133.065,-0.189,-0.759,117.270,136.530
Barreiras,ETo,1991-2020,8,30,149.930,150.595,6.128,4.087,5.558,142.044,147.680,150.595,153.238,156.391,-0.198,0.478,135.940,163.680
Barreiras,ETo,1991-2020,9,30,167.139,169.175,11.002,6.582,16.650,153.777,158.558,169.175,175.207,180.332,-0.432,-0.810,143.970,183.330
Barreiras,ETo,1991-2020,10,30,170.153,172.990,18.034,10.599,21.370,144.850,158.850,172.990,180.220,187.687,0.057,-0.317,137.540,206.260
Barreiras,ETo,1991-2020,11,30,137.892,138.010,17.265,12.521,24.540,114.328,125.945,138.010,150.485,161.441,-0.033,-0.893,106.450,170.530
Barreiras,ETo,1991-2020,12,30,137.393,136.925,15.110,10.998,15.675,118.580,130.493,136.925,146.168,156.753,0.371,0.729,106.970,177.840
Barreiras,Tmax,1961-1990,1,30,30.174,30.294,1.306,4.329,2.058,28.705,29.168,30.294,31.226,31.779,-0.392,-0.501,27.014,32.254
Barreiras,Tmax,1961-1990,2,30,30.222,30.245,1.529,5.060,1.680,28.760,29.223,30.245,30.903,31.653,0.008,1.279,26.331,33.758
Barreiras,Tmax,1961-1990,3,30,30.145,30.256,1.170,3.881,0.619,29.321,29.916,30.256,30.535,31.157,-2.015,8.937,25.433,32.332
Barreiras,Tmax,1961-1990,4,30,30.275,30.296,1.195,3.946,1.476,29.068,29.636,30.296,31.112,31.583,-0.816,1.594,26.607,32.250
Barreiras,Tmax,1961-1990,5,30,30.621,30.725,1.246,4.070,1.271,29.667,30.047,30.725,31.318,31.850,-1.763,5.997,25.931,32.498
Barreiras,Tmax,1961-1990,6,30,30.608,30.811,0.997,3.256,1.516,29.357,29.807,30.811,31.323,31.682,-0.397,-0.873,28.605,32.195
Barreiras,Tmax,1961-1990,7,30,30.711,30.956,1.339,4.361,0.952,29.675,30.367,30.956,31.320,31.897,-3.047,13.267,24.786,32.466
Barreiras,Tmax,1961-1990,8,30,32.419,32.572,1.227,3.784,1.217,31.520,31.859,32.572,33.076,33.687,-2.562,10.408,27.257,34.072
Barreiras,Tmax,1961-1990,9,30,33.675,33.855,1.157,3.436,1.347,32.497,33.075,33.855,34.422,34.670,-1.479,4.925,29.490,35.800
Barreiras,Tmax,1961-1990,10,30,32.739,32.836,1.879,5.740,2.435,30.258,31.425,32.836,33.859,34.684,-0.087,0.066,28.515,37.052
Barreiras,Tmax,1961-1990,11,30,30.920,30.691,1.814,5.867,2.219,29.159,29.580,30.691,31.799,33.223,0.781,1.064,27.451,35.996
Barreiras,Tmax,1961-1990,12,30,29.979,30.073,1.589,5.300,1.752,28.379,29.140,30.073,30.892,31.431,-0.388,1.594,25.411,33.552
Barreiras,Tmax,1981-2010,1,30,30.577,30.763,1.219,3.985,1.864,28.972,29.537,30.763,31.401,31.988,-0.102,-0.979,28.455,32.894
Barreiras,Tmax,1981-2010,2,30,30.805,30.827,1.302,4.225,1.181,29.217,30.215,30.827,31.396,32.059,0.003,1.285,27.391,33.758
Barreiras,Tmax,1981-2010,3,30,30.567,30.419,1.097,3.589,1.133,29.351,30.009,30.419,31.142,31.772,0.194,1.188,27.839,33.239
Barreiras,Tmax,1981-2010,4,30,30.893,30.880,1.310,4.239,1.688,29.644,29.835,30.880,31.524,32.313,1.003,2.653,28.568,35.183
Barreiras,Tmax,1981-2010,5,30,31.275,31.376,1.232,3.940,1.153,29.798,30.563,31.376,31.716,32.836,-0.187,0.136,28.565,33.862
Barreiras,Tmax,1981-2010,6,30,31.032,30.976,0.901,2.904,1.151,29.661,30.500,30.976,31.651,32.041,-0.154,-0.688,29.404,32.854
Barreiras,Tmax,1981-2010,7,30,31.156,31.047,0.894,2.868,0.748,30.059,30.747,31.047,31.496,32.236,0.393,0.377,29.430,33.319
Barreiras,Tmax,1981-2010,8,30,32.728,32.690,0.714,2.181,0.801,31.854,32.406,32.690,33.207,33.541,0.145,0.470,31.176,34.437
Barreiras,Tmax,1981-2010,9,30,34.228,34.259,1.049,3.064,1.228,32.933,33.648,34.259,34.876,35.325,0.006,-0.225,32.198,36.427
Barreiras,Tmax,1981-2010,10,30,34.023,34.201,1.612,4.738,2.391,32.326,32.843,34.201,35.235,36.122,-0.536,-0.332,30.265,36.305
Barreiras,Tmax,1981-2010,11,30,31.754,31.753,1.627,5.124,2.306,29.749,30.493,31.753,32.800,34.058,0.240,-0.735,29.192,34.901
Barreiras,Tmax,1981-2010,12,30,30.646,30.705,1.729,5.642,1.910,28.811,29.760,30.705,31.670,32.420,-0.799,1.721,25.411,33.624
Barreiras,Tmax,1991-2020,1,30,30.951,30.913,1.357,4.385,1.931,29.419,29.833,30.913,31.765,32.932,0.255,-0.595,28.455,33.553
Barreiras,Tmax,1991-2020,2,30,30.734,30.853,1.144,3.723,1.328,29.524,30.052,30.853,31.380,31.980,-0.616,1.404,27.391,32.950
Barreiras,Tmax,1991-2020,3,30,30.906,30.959,1.279,4.139,1.440,29.442,30.112,30.959,31.552,32.889,0.008,0.040,27.839,33.239
Barreiras,Tmax,1991-2020,4,30,31.296,31.064,1.355,4.328,1.152,29.730,30.598,31.064,31.751,32.528,1.092,1.877,29.009,35.183
Barreiras,Tmax,1991-2020,5,30,31.566,31.607,1.285,4.072,1.761,29.911,30.910,31.607,32.671,33.100,-0.311,-0.137,28.565,33.862
Barreiras,Tmax,1991-2020,6,30,31.261,31.378,0.927,2.965,0.990,29.786,30.690,31.378,31.681,32.391,-0.156,-0.528,29.601,32.887
Barreiras,Tmax,1991-2020,7,30,31.350,31.295,0.848,2.705,1.056,30.216,30.810,31.295,31.866,32.286,0.197,0.001,29.623,33.319
Barreiras,Tmax,1991-2020,8,30,32.881,32.943,0.719,2.185,0.987,31.929,32.422,32.943,33.409,33.735,-0.190,0.054,31.176,34.437
Barreiras,Tmax,1991-2020,9,30,34.664,34.731,0.990,2.857,1.077,33.499,34.111,34.731,35.189,35.750,-0.197,0.290,32.293,36.630
Barreiras,Tmax,1991-2020,10,30,34.796,35.140,1.277,3.671,1.591,32.747,34.012,35.140,35.603,36.177,-0.504,-0.780,32.442,36.873
Barreiras,Tmax,1991-2020,11,30,32.055,32.073,1.819,5.675,2.460,29.883,30.748,32.073,33.208,34.662,0.207,-0.799,28.906,35.552
Barreiras,Tmax,1991-2020,12,30,31.211,31.060,1.568,5.023,1.898,29.662,30.187,31.060,32.085,33.145,0.704,0.629,28.416,35.345
Barreiras,Tmin,1961-1990,1,30,19.179,19.233,0.650,3.390,1.028,18.304,18.665,19.233,19.694,20.065,-0.151,-1.036,17.979,20.124
Barreiras,Tmin,1961-1990,2,30,19.270,19.183,0.676,3.508,0.735,18.585,18.814,19.183,19.549,20.172,0.229,0.234,17.771,20.822
Barreiras,Tmin,1961-1990,3,30,19.236,19.181,0.710,3.693,0.670,18.348,18.836,19.181,19.506,20.288,0.340,-0.284,17.933,20.691
Barreiras,Tmin,1961-1990,4,30,18.735,18.747,0.610,3.258,0.588,17.965,18.492,18.747,19.081,19.419,-0.016,0.102,17.437,20.124
Barreiras,Tmin,1961-1990,5,30,16.822,16.538,1.195,7.102,1.490,15.432,16.067,16.538,17.556,18.508,0.418,-0.703,15.036,19.431
Barreiras,Tmin,1961-1990,6,30,14.475,14.025,1.550,10.707,1.494,12.953,13.585,14.025,15.079,17.019,0.664,0.365,11.338,17.939
Barreiras,Tmin,1961-1990,7,30,13.668,13.338,1.599,11.696,1.573,11.992,12.705,13.338,14.278,15.220,0.976,1.238,11.038,17.773
Barreiras,Tmin,1961-1990,8,30,14.460,14.184,1.903,13.160,1.995,12.215,13.471,14.184,15.466,16.929,0.595,0.373,11.174,19.190
Barreiras,Tmin,1961-1990,9,30,17.270,17.223,1.753,10.152,2.721,15.346,16.056,17.223,18.777,19.139,-0.129,-0.805,13.613,20.294
Barreiras,Tmin,1961-1990,10,30,19.574,19.503,0.829,4.233,0.962,18.732,19.129,19.503,20.091,20.362,0.469,2.133,17.775,22.096
Barreiras,Tmin,1961-1990,11,30,19.597,19.627,0.605,3.086,0.794,18.756,19.197,19.627,19.990,20.188,0.157,0.730,18.334,21.216
Barreiras,Tmin,1961-1990,12,30,19.245,19.230,0.580,3.016,0.562,18.598,18.983,19.230,19.545,19.868,0.132,1.409,17.827,20.780
Barreiras,Tmin,1981-2010,1,30,19.643,19.718,0.757,3.852,1.120,18.700,19.001,19.718,20.121,20.471,-0.250,-0.382,17.979,21.007
Barreiras,Tmin,1981-2010,2,30,19.706,19.786,0.801,4.063,0.898,18.616,19.272,19.786,20.170,20.741,-0.195,0.266,17.771,21.484
Barreiras,Tmin,1981-2010,3,30,19.811,19.883,0.588,2.966,0.823,19.100,19.387,19.883,20.210,20.644,-0.084,-0.670,18.738,20.948
Barreiras,Tmin,1981-2010,4,30,19.188,19.175,0.668,3.480,0.936,18.370,18.725,19.175,19.661,20.126,-0.073,-0.718,17.942,20.356
Barreiras,Tmin,1981-2010,5,30,17.421,17.287,0.962,5.522,1.466,16.068,16.723,17.287,18.190,18.499,0.113,-0.840,15.875,19.431
Barreiras,Tmin,1981-2010,6,30,14.971,14.924,1.062,7.097,1.592,13.933,14.171,14.924,15.763,16.168,0.446,0.040,12.973,17.694
Barreiras,Tmin,1981-2010,7,30,14.229,14.275,1.044,7.334,1.239,12.937,13.623,14.275,14.863,15.342,0.752,2.051,12.239,17.486
Barreiras,Tmin,1981-2010,8,30,15.226,15.385,1.431,9.400,1.426,13.413,14.656,15.385,16.082,16.555,0.071,1.231,12.172,19.190
Barreiras,Tmin,1981-2010,9,30,18.039,18.242,1.158,6.417,1.580,16.257,17.362,18.242,18.942,19.182,-0.535,-0.186,15.372,20.294
Barreiras,Tmin,1981-2010,10,30,20.243,20.274,0.691,3.414,0.814,19.432,19.794,20.274,20.608,20.971,0.246,0.512,18.863,22.096
Barreiras,Tmin,1981-2010,11,30,20.185,20.041,0.775,3.838,0.885,19.480,19.744,20.041,20.629,21.142,-0.163,0.303,18.334,21.800
Barreiras,Tmin,1981-2010,12,30,19.893,19.848,0.587,2.949,0.921,19.146,19.426,19.848,20.346,20.728,0.202,-1.014,18.966,21.016
Barreiras,Tmin,1991-2020,1,30,20.015,19.957,0.658,3.288,0.799,19.115,19.682,19.957,20.481,20.938,-0.231,-0.399,18.676,21.079
Barreiras,Tmin,1991-2020,2,30,20.012,20.011,0.529,2.641,0.369,19.412,19.813,20.011,20.182,20.726,0.326,1.405,18.922,21.484
Barreiras,Tmin,1991-2020,3,30,20.089,20.131,0.557,2.775,0.778,19.416,19.779,20.131,20.557,20.764,-0.612,0.002,18.741,20.948
Barreiras,Tmin,1991-2020,4,30,19.530,19.463,0.589,3.016,0.904,18.760,19.096,19.463,20.001,20.214,0.098,-0.518,18.397,20.858
Barreiras,Tmin,1991-2020,5,30,17.797,17.917,0.735,4.130,1.233,16.781,17.180,17.917,18.413,18.510,-0.677,-0.035,15.875,19.004
Barreiras,Tmin,1991-2020,6,30,15.432,15.541,0.903,5.850,1.232,14.320,14.837,15.541,16.069,16.506,-0.176,-0.479,13.404,17.184
Barreiras,Tmin,1991-2020,7,30,14.392,14.335,0.933,6.486,1.195,13.095,13.756,14.335,14.952,15.617,0.103,-0.791,12.832,16.105
Barreiras,Tmin,1991-2020,8,30,15.408,15.549,1.143,7.417,1.042,13.832,15.128,15.549,16.171,16.570,-1.222,1.515,12.172,16.900
Barreiras,Tmin,1991-2020,9,30,18.164,18.237,1.019,5.611,1.321,16.839,17.621,18.237,18.942,19.182,-0.458,0.156,15.858,20.269
Barreiras,Tmin,1991-2020,10,30,20.554,20.597,0.597,2.903,0.669,19.615,20.239,20.597,20.909,21.127,-0.176,0.090,19.444,21.939
Barreiras,Tmin,1991-2020,11,30,20.603,20.608,0.675,3.278,1.087,19.716,20.021,20.608,21.108,21.509,-0.001,-1.042,19.519,21.800
Barreiras,Tmin,1991-2020,12,30,20.178,20.226,0.582,2.882,0.926,19.503,19.612,20.226,20.538,20.955,0.278,-0.860,19.267,21.352
Barreiras,RH,1961-1990,1,30,76.771,76.587,5.108,6.653,7.350,70.971,72.759,76.587,80.109,82.837,0.161,-0.690,67.069,86.627
Barreiras,RH,1961-1990,2,30,76.726,77.531,5.392,7.028,3.497,69.132,75.805,77.531,79.302,83.164,-0.881,1.294,63.259,87.116
Barreiras,RH,1961-1990,3,30,76.973,77.013,3.653,4.746,4.559,72.403,74.841,77.013,79.400,81.870,-0.446,0.128,68.543,83.045
Barreiras,RH,1961-1990,4,30,75.529,76.351,3.619,4.792,2.733,70.434,74.669,76.351,77.401,79.633,-0.860,0.509,65.787,80.971
Barreiras,RH,1961-1990,5,30,69.162,68.714,3.651,5.279,3.555,64.936,67.187,68.714,70.742,73.666,1.124,1.895,64.072,80.328
Barreiras,RH,1961-1990,6,30,63.142,62.146,3.956,6.265,4.185,60.044,60.922,62.146,65.107,68.307,0.455,1.172,55.013,74.016
Barreiras,RH,1961-1990,7,30,58.051,58.420,3.859,6.647,4.178,53.393,56.233,58.420,60.411,62.086,-0.034,0.064,49.872,66.814
Barreiras,RH,1961-1990,8,30,51.229,51.105,4.307,8.407,4.646,46.987,48.396,51.105,53.042,56.295,-0.087,0.676,41.211,61.634
Barreiras,RH,1961-1990,9,30,50.040,49.948,3.852,7.699,4.167,43.639,48.941,49.948,53.107,54.153,-0.655,-0.468,42.060,55.327
Barreiras,RH,1961-1990,10,30,61.181,62.040,7.074,11.563,10.859,51.003,56.233,62.040,67.092,69.512,-0.410,-0.806,46.826,71.552
Barreiras,RH,1961-1990,11,30,71.532,73.019,7.117,9.949,10.147,61.212,66.926,73.019,77.073,78.909,-1.144,1.103,51.036,80.446
Barreiras,RH,1961-1990,12,30,76.262,76.302,5.080,6.662,5.947,70.173,73.340,76.302,79.286,82.201,-0.273,0.605,63.398,87.642
Barreiras,RH,1981-2010,1,30,75.022,74.644,5.808,7.741,8.286,69.316,71.546,74.644,79.832,81.139,-0.478,0.838,58.674,86.627
Barreiras,RH,1981-2010,2,30,74.096,74.810,4.801,6.480,6.319,68.766,71.362,74.810,77.681,79.496,-0.456,-0.072,63.259,82.853
Barreiras,RH,1981-2010,3,30,76.088,77.178,4.932,6.481,3.201,68.226,75.562,77.178,78.762,80.135,-1.697,3.693,59.309,82.538
Barreiras,RH,1981-2010,4,30,72.542,73.747,5.836,8.046,6.289,64.630,70.519,73.747,76.807,77.729,-0.967,0.734,56.273,80.998
Barreiras,RH,1981-2010,5,30,65.945,65.710,5.035,7.636,5.169,59.348,63.850,65.710,69.019,72.514,-0.264,0.089,55.232,76.124
Barreiras,RH,1981-2010,6,30,59.807,60.394,4.480,7.491,5.348,53.771,56.598,60.394,61.946,64.682,0.030,0.111,50.852,69.567
Barreiras,RH,1981-2010,7,30,54.726,54.274,3.649,6.668,5.115,50.586,52.105,54.274,57.219,59.236,-0.176,-0.700,47.523,61.189
Barreiras,RH,1981-2010,8,30,48.838,48.342,3.333,6.824,4.111,44.497,46.914,48.342,51.026,52.954,-0.009,-0.585,42.749,55.703
Barreiras,RH,1981-2010,9,30,46.474,46.227,4.985,10.727,7.126,38.992,42.772,46.227,49.898,52.862,-0.175,-0.916,37.389,54.791
Barreiras,RH,1981-2010,10,30,54.287,55.607,8.130,14.976,8.674,42.566,50.248,55.607,58.921,65.257,-0.309,0.023,36.029,70.472
Barreiras,RH,1981-2010,11,30,67.189,68.097,7.691,11.447,11.582,58.195,61.243,68.097,72.825,75.845,-0.301,-0.632,49.174,79.960
Barreiras,RH,1981-2010,12,30,73.201,73.133,6.409,8.755,8.109,64.370,68.435,73.133,76.543,81.068,0.127,-0.341,61.468,87.642
Barreiras,RH,1991-2020,1,30,73.708,74.346,5.693,7.724,8.423,65.777,70.085,74.346,78.508,80.574,-0.556,0.198,58.674,82.932
Barreiras,RH,1991-2020,2,30,74.866,74.810,3.857,5.151,5.597,70.016,71.851,74.810,77.448,80.098,0.317,-0.769,68.979,82.853
Barreiras,RH,1991-2020,3,30,75.357,76.600,5.445,7.225,5.302,68.055,73.159,76.600,78.460,80.451,-1.099,1.333,59.309,84.150
Barreiras,RH,1991-2020,4,30,71.829,73.143,6.588,9.171,10.157,62.144,66.887,73.143,77.044,79.126,-0.635,-0.382,56.273,80.998
Barreiras,RH,1991-2020,5,30,65.617,65.278,5.901,8.994,7.507,58.184,62.350,65.278,69.857,73.082,0.081,-0.748,55.232,76.327
Barreiras,RH,1991-2020,6,30,59.373,59.404,4.863,8.190,5.581,52.650,56.313,59.404,61.893,64.682,0.328,-0.175,50.852,69.817
Barreiras,RH,1991-2020,7,30,53.715,53.518,3.646,6.788,5.203,48.909,51.318,53.518,56.521,57.790,-0.022,-0.358,46.330,61.735
Barreiras,RH,1991-2020,8,30,47.719,48.101,2.955,6.193,3.708,44.097,45.435,48.101,49.143,52.262,0.235,-0.618,42.749,53.594
Barreiras,RH,1991-2020,9,30,44.289,44.252,4.809,10.858,6.142,38.251,41.096,44.252,47.238,50.529,0.323,-0.607,36.653,54.056
Barreiras,RH,1991-2020,10,30,50.910,51.282,7.367,14.472,8.102,41.323,47.321,51.282,55.422,60.043,-0.126,-0.300,36.029,66.040
Barreiras,RH,1991-2020,11,30,66.880,67.520,7.714,11.534,10.981,57.750,61.309,67.520,72.290,76.093,-0.261,-0.560,49.174,80.210
Barreiras,RH,1991-2020,12,30,71.624,72.701,6.180,8.629,7.372,63.138,68.127,72.701,75.498,79.444,-0.453,-0.126,56.732,82.232
Barreiras,Rs,1961-1990,1,30,20.357,20.843,2.697,13.249,4.344,16.655,18.392,20.843,22.736,23.330,-0.479,-0.738,14.695,24.626
Barreiras,Rs,1961-1990,2,30,20.457,20.534,2.118,10.352,2.238,17.239,19.526,20.534,21.764,22.904,-0.702,0.737,15.343,24.414
Barreiras,Rs,1961-1990,3,30,19.796,19.886,1.639,8.280,1.970,17.507,18.620,19.886,20.590,21.908,-0.201,-0.296,16.463,22.928
Barreiras,Rs,1961-1990,4,30,18.922,18.793,1.244,6.574,2.009,17.132,18.001,18.793,20.011,20.620,0.058,-1.117,16.950,20.982
Barreiras,Rs,1961-1990,5,30,18.324,18.390,0.991,5.408,0.996,17.120,18.040,18.390,19.036,19.474,-0.648,0.474,15.672,19.918
Barreiras,Rs,1961-1990,6,30,17.612,17.717,0.792,4.495,1.073,16.738,17.181,17.717,18.255,18.553,-0.538,-0.107,15.620,18.814
