city,variable,period,n,mean,median,std,cv,iqr,p10,p25,p50,p75,p90,skewness,kurtosis,min,max
Campos_Lindos,Tmin,1961-1990,30,20.021,20.387,1.025,5.118,1.687,18.476,19.005,20.387,20.692,21.093,-0.247,-0.920,18.393,22.131
Campos_Lindos,Tmin,1981-2010,30,20.963,20.948,0.329,1.569,0.419,20.625,20.733,20.948,21.152,21.363,0.152,-0.275,20.365,21.710
Campos_Lindos,Tmin,1991-2020,30,21.120,21.146,0.264,1.252,0.332,20.761,20.938,21.146,21.270,21.447,0.312,-0.161,20.688,21.710
Campos_Lindos,RH,1961-1990,30,74.471,74.424,2.238,3.005,2.922,71.529,73.370,74.424,76.293,77.178,-0.234,-0.403,69.633,78.924
Campos_Lindos,RH,1981-2010,30,72.879,73.029,2.203,3.022,2.247,69.592,71.757,73.029,74.004,74.981,-0.353,0.581,67.598,77.418
Campos_Lindos,RH,1991-2020,30,71.115,71.827,2.800,3.937,4.499,67.547,69.021,71.827,73.520,74.294,-0.473,-0.963,65.450,74.966
Campos_Lindos,Rs,1961-1990,30,18.582,18.583,0.607,3.267,0.873,17.961,18.106,18.583,18.978,19.424,-0.292,-0.522,17.323,19.587
Campos_Lindos,Rs,1981-2010,30,18.430,18.540,0.555,3.010,0.592,17.661,18.156,18.540,18.748,19.089,-0.451,0.139,17.276,19.525
Campos_Lindos,Rs,1991-2020,30,18.786,18.794,0.522,2.781,0.583,18.235,18.597,18.794,19.180,19.354,-1.100,1.403,17.276,19.525
Campos_Lindos,u2,1961-1990,30,0.929,1.027,0.279,29.981,0.522,0.535,0.622,1.027,1.145,1.219,-0.472,-1.276,0.455,1.342
Campos_Lindos,u2,1981-2010,30,0.966,0.953,0.157,16.258,0.247,0.767,0.818,0.953,1.065,1.137,0.446,-0.423,0.754,1.342
Campos_Lindos,u2,1991-2020,30,0.891,0.870,0.105,11.831,0.108,0.767,0.812,0.870,0.920,1.069,0.854,-0.060,0.754,1.116
Correntina,pr,1961-1990,30,985.866,961.935,295.123,29.935,453.065,676.998,752.130,961.935,1205.195,1409.000,0.405,-0.966,516.180,1538.500
Correntina,pr,1981-2010,30,974.566,943.490,272.261,27.937,395.825,681.197,755.940,943.490,1151.765,1306.802,0.327,-0.472,516.180,1538.500
Correntina,pr,1991-2020,30,943.772,910.040,236.523,25.061,414.457,635.265,738.697,910.040,1153.155,1243.493,0.075,-1.119,549.770,1362.980
Correntina,ETo,1961-1990,30,1534.117,1537.120,77.995,5.084,111.588,1453.701,1463.625,1537.120,1575.213,1621.939,0.588,0.138,1413.870,1731.460
Correntina,ETo,1981-2010,30,1566.060,1567.310,85.207,5.441,57.815,1460.019,1541.567,1567.310,1599.382,1650.466,-0.357,0.849,1344.960,1741.390
Correntina,ETo,1991-2020,30,1613.011,1603.980,86.741,5.378,114.928,1539.195,1562.892,1603.980,1677.820,1713.464,-0.805,1.909,1344.960,1762.960
